mag,depth,rad,prov,lat,lon,prov_enco
3.8,25,88,NTB,-9.51,117.1,8
2.6,62,83,JATENG,-8.43,108.75,33
4.6,131,80,GORONTALO,-0.13,123.41,12
4.8,101,477,SULUT,8.29,126.43,15
3.2,73,83,MALUT,1.5,126.86,5
3.8,10,37,MALUKU,-3.17,130.82,6
2.7,71,29,SUMUT,2.37,98.5,2
3.2,10,43,SULTENG,-0.74,121.69,11
2.6,10,29,SULTENG,-1.29,120.51,11
4.3,138,175,MALUKUBRTDAYA,-7.55,129.25,14
2.6,181,18,NTT,-8.54,121.4,7
2.6,33,86,NTB,-9.52,117.01,8
3.1,21,61,NTB,-7.9,118.68,8
3.2,13,64,NTB,-7.92,117.51,8
3.9,21,13,SULUT,3.99,126.56,15
4.8,10,19,KALSEL,-3.19,115.12,39
5.1,12,163,SULUT,5.07,125.32,15
1.4,109,52,JABAR,-7.49,107.51,4
5.7,179,215,MALUKUTENGGARABRT,-6.39,130.18,25
3.7,12,131,LAMPUNG,-6.62,104.36,16
3.0,10,91,SULTENG,-0.66,123.54,11
2.9,27,29,ACEHSINGKIL,2.08,97.85,35
2.8,85,67,NTT,-8.84,124.28,7
4.5,10,284,SULUT,6.37,125.72,15
2.9,18,111,SUMUT,0.26,96.75,2
4.3,71,257,MALUKUTENGGARABRT,-6.51,129.51,25
2.8,10,13,SULTENG,-1.27,120.74,11
3.7,10,86,MALUT,0.76,129.07,5
3.0,12,117,JABAR,-8.12,107.35,4
3.6,24,80,JABAR,-7.64,106.88,4
2.7,13,43,SULSEL,-2.67,120.4,17
2.4,10,25,NTT,-9.79,124.65,7
2.3,12,17,PAPUABRT,-1.79,133.43,1
4.0,63,76,NTB,-7.82,118.44,8
2.4,10,22,SUMBAR,-0.12,100.3,20
3.2,113,11,GORONTALO,0.36,121.98,12
3.6,25,130,MALUT,1.43,126.35,5
4.7,118,206,SULUT,5.85,126.47,15
4.2,10,93,PAPUA,-2.18,140.1,10
5.3,41,409,SULUT,7.54,125.64,15
2.4,10,15,NTB,-8.85,116.96,8
3.2,57,109,JATIM,-9.12,112.54,29
3.2,27,144,SULUT,1.82,126.37,15
3.0,40,121,BALI,-9.28,114.03,22
2.9,24,26,NTT,-8.08,122.9,7
2.5,10,70,NTT,-9.92,121.81,7
3.5,10,35,MALUKU,-3.17,130.8,6
3.5,13,107,MALUT,0.91,126.41,5
3.5,10,93,SULUT,-0.05,124.85,15
4.7,10,579,SULUT,9.21,126.43,15
3.7,11,38,MALUKU,-3.21,130.82,6
3.9,10,34,MALUKU,-3.16,130.79,6
4.7,10,279,SULUT,6.4,125.92,15
5.3,18,39,MALUKU,-3.23,130.82,6
4.5,17,89,JABAR,-7.73,106.86,4
3.1,232,60,GORONTALO,-0.02,122.21,12
3.5,110,31,NTB,-8.7,118.91,8
3.5,47,20,GORONTALO,0.6,122.52,12
3.4,34,20,ACEHBARAT,4.07,95.96,40
4.2,170,32,SUMUT,2.61,99.02,2
4.1,153,53,SULUT,0.18,123.55,15
2.9,72,15,SULUT,0.24,123.99,15
4.3,117,127,MALUKUTENGGARA,-5.27,131.66,41
1.9,48,30,PAPUA,-3.45,135.48,10
3.1,14,68,NTB,-7.89,117.55,8
3.5,10,181,BANTEN,-8.47,105.72,21
5.3,10,520,SULUT,8.66,127.11,15
5.2,10,571,SULUT,9.13,127.06,15
3.0,10,16,SULSEL,-2.44,121.19,17
3.3,13,34,SULBAR,-3.41,118.84,30
3.9,64,150,MALUKU,-4.3,131.13,6
4.2,10,96,SULUT,-0.44,124.28,15
4.8,13,416,SULUT,7.73,127.02,15
2.7,10,79,JABAR,-7.67,106.76,4
2.6,10,42,NTT,-8.39,121.56,7
3.4,106,68,MALUT,1.66,127.06,5
3.3,86,85,SULUT,0.0,124.72,15
2.0,57,28,ACEH,2.87,97.88,23
2.9,21,7,NTT,-9.6,119.53,7
2.8,22,72,SUMUT,0.73,98.45,2
2.6,28,67,BANTEN,-7.54,106.22,21
3.6,179,110,NTB,-9.4,117.97,8
3.2,180,161,SULUT,5.06,125.43,15
5.2,54,516,SULUT,8.64,126.41,15
3.1,10,118,PAPUA,-2.28,140.76,10
2.7,94,32,NTT,-8.41,122.41,7
2.8,25,56,NTB,-7.94,118.69,8
3.8,18,25,SULUT,3.81,126.8,15
2.8,110,7,NTB,-8.53,118.4,8
5.2,15,1320,SUMBAR,-10.44,91.18,20
3.6,10,50,SULUT,1.33,123.97,15
2.9,10,7,JABAR,-6.78,107.09,4
5.7,18,89,SUMBAR,-2.14,100.39,20
3.8,10,45,NTT,-8.31,121.49,7
4.5,74,723,ACEH,12.12,93.41,23
2.3,10,18,JATIM,-8.06,113.08,29
2.9,10,55,SULTENG,-0.79,121.93,11
3.2,20,33,SUMBAR,-2.23,99.35,20
3.2,10,108,JABAR,-7.91,106.86,4
3.4,10,179,BALI,-9.82,113.93,22
2.6,21,112,JABAR,-7.96,106.82,4
2.3,10,28,JABAR,-7.25,107.64,4
3.9,60,75,NTT,-8.98,124.11,7
1.9,24,36,NTT,-9.88,120.5,7
4.7,106,14,SUMUT,1.91,98.89,2
4.3,584,173,NTT,-6.89,125.23,7
2.9,10,85,PAPUA,-2.26,140.1,10
4.3,584,173,NTT,-6.89,125.23,7
2.9,10,85,PAPUA,-2.26,140.1,10
3.8,10,18,NTT,-8.99,124.86,7
3.6,10,168,JATIM,-9.62,112.88,29
2.9,10,58,MALUKUTENGAH,-2.77,128.96,3
3.7,17,19,SUMUT,1.34,97.21,2
4.8,163,41,MALUKUBRTDAYA,-7.81,127.65,14
3.9,10,61,PAPUABRT,-0.68,133.35,1
3.1,13,130,NTB,-9.6,117.79,8
3.8,20,98,SULUT,-0.37,124.46,15
3.6,23,80,NTB,-7.86,117.78,8
2.9,153,37,NTT,-8.34,119.59,7
4.8,10,97,SULUT,-0.44,124.3,15
2.2,26,26,JATENG,-7.16,109.79,33
3.3,17,20,PAPUA,-2.57,139.36,10
4.5,10,287,SULUT,6.43,125.8,15
4.6,10,139,ACEHJAYA,4.51,94.33,36
3.4,18,71,BANTEN,-7.54,106.05,21
3.1,10,77,BANTEN,-7.57,105.97,21
2.5,10,12,SUMBAR,-0.24,100.46,20
3.8,140,78,MALUKUBRTDAYA,-7.65,128.29,14
3.9,10,58,NTB,-8.08,117.75,8
3.6,10,127,MALUKU,-4.69,133.82,6
3.5,29,33,SULTENG,1.23,121.21,11
5.3,10,136,MALUT,2.48,127.02,5
3.3,10,61,BANTEN,-7.02,105.15,21
3.2,11,26,ACEHSELATAN,3.1,97.38,38
3.8,10,35,PAPUA,-4.04,139.12,10
3.3,10,94,JABAR,-7.77,106.93,4
3.9,10,55,PAPUABRT,-0.61,131.71,1
2.7,151,37,GORONTALO,0.2,122.41,12
3.7,16,117,LAMPUNG,-6.51,104.43,16
3.3,134,66,GORONTALO,-0.05,123.27,12
3.3,32,134,MALUT,1.66,126.41,5
4.1,181,7,MALUT,1.12,127.5,5
4.7,10,490,SULUT,8.4,126.3,15
3.6,10,77,MALUT,-1.72,128.39,5
2.7,10,40,ACEH,4.63,96.3,23
2.0,10,40,SULTENG,-1.18,120.18,11
2.6,11,8,NTT,-8.31,124.48,7
2.5,10,69,PAPUABRT,-1.95,133.95,1
3.1,10,66,NTB,-8.93,117.83,8
3.2,10,33,JABAR,-7.32,107.61,4
4.6,43,26,PAPUA,-2.14,138.28,10
2.8,23,6,MALUKUTENGAH,-3.33,128.91,3
3.1,39,1,NTT,-9.77,119.37,7
5.1,115,503,SULUT,8.5,127.23,15
3.1,39,81,NTT,-8.97,124.02,7
3.6,35,21,SULTENG,0.78,121.38,11
2.9,10,136,MALUT,0.62,126.15,5
3.1,10,15,SUMBAR,0.21,99.93,20
3.5,102,70,SULUT,-0.05,123.52,15
4.5,75,126,SULUT,5.08,126.33,15
3.7,220,78,MALUT,2.71,128.53,5
3.5,10,78,SULTENG,-1.88,122.62,11
3.6,12,93,NTT,-9.65,121.9,7
3.2,112,52,NTT,-8.92,119.19,7
2.8,10,20,SULSEL,-2.92,119.65,17
4.0,10,147,JATIM,-5.68,112.56,29
4.1,10,123,JATIM,-5.89,112.5,29
3.9,12,115,JATIM,-5.94,112.45,29
4.6,313,56,SULUT,1.34,123.56,15
4.1,446,152,SULUT,2.24,122.91,15
3.6,10,100,JATIM,-6.0,112.15,29
3.9,15,66,PAPUA,-2.36,137.03,10
3.3,10,114,NTT,-9.76,117.97,7
4.3,11,58,NTB,-8.42,119.27,8
3.9,186,16,GORONTALO,0.35,122.05,12
3.8,10,122,JATIM,-5.84,112.36,29
3.3,34,66,SULUT,0.85,125.36,15
2.6,10,98,SULTENG,-0.51,120.81,11
3.3,10,134,JATIM,-5.72,112.33,29
3.8,23,74,BANTEN,-6.41,104.96,21
4.5,10,142,MALUT,2.45,126.92,5
4.4,10,114,MALUT,-0.97,128.6,5
2.4,10,52,SULTENG,-1.85,120.88,11
2.7,82,39,GORONTALO,0.6,121.62,12
3.7,12,30,PAPUA,-2.23,139.07,10
3.0,10,90,NTT,-9.74,121.87,7
4.0,10,70,NTT,-9.41,123.63,7
4.3,10,164,ACEH,5.39,93.93,23
4.4,10,32,SULUT,3.91,126.96,15
3.0,21,79,JABAR,-7.7,106.56,4
3.0,156,35,GORONTALO,0.23,122.17,12
4.5,184,222,MALUKUBRTDAYA,-7.01,129.44,14
4.4,197,208,MALUKUTENGGARABRT,-6.89,129.77,25
1.9,20,25,PAPUABRT,-1.17,133.9,1
4.0,20,64,PAPUA,-2.04,136.67,10
3.3,19,45,JATENG,-6.5,111.69,33
3.4,27,62,BANTEN,-7.43,106.0,21
4.1,10,130,JATIM,-5.76,112.34,29
5.3,59,775,PAPUA,-6.65,147.29,10
3.2,165,33,NTT,-8.34,120.15,7
4.4,10,134,MALUT,2.09,126.63,5
2.9,10,17,JABAR,-6.71,106.69,4
3.1,11,76,NTT,-10.12,118.55,7
3.9,97,85,JATIM,-6.16,112.27,29
2.8,10,21,SULBAR,-2.09,119.68,30
3.8,10,144,JATIM,-5.7,112.54,29
4.6,128,39,SULUT,0.07,123.81,15
4.1,10,177,JATIM,-5.3,112.14,29
3.2,29,38,BANTEN,-7.26,106.14,21
3.1,547,128,SULSEL,-7.44,120.57,17
5.3,10,439,BENGKULU,-8.81,100.36,13
3.8,48,26,BENGKULUUTARA,-3.62,102.04,31
4.2,10,158,JATIM,-5.59,112.61,29
4.1,13,100,JATIM,-6.08,112.43,29
3.9,10,93,JATIM,-6.1,112.3,29
2.9,10,49,SULTENG,-1.79,120.55,11
3.9,10,136,SULUT,0.02,125.59,15
3.8,10,48,SULTENG,-1.59,120.36,11
4.5,10,177,JATIM,-5.37,112.51,29
3.7,10,131,JATIM,-5.79,112.45,29
3.2,10,95,NTT,-7.85,125.29,7
3.1,10,25,SULTENG,1.1,120.7,11
3.9,10,174,SULUT,5.47,126.12,15
3.4,10,27,PAPUABRT,-2.62,134.4,1
4.0,108,10,NTB,-8.6,118.4,8
3.5,10,129,JATIM,-5.8,112.43,29
3.6,10,136,JATIM,-5.74,112.46,29
4.4,10,129,SULUT,4.96,127.34,15
4.1,25,88,NTT,-9.11,122.84,7
5.8,27,31,BENGKULUSELATAN,-4.66,102.72,18
4.5,10,129,JATIM,-5.78,112.37,29
3.5,10,125,MALUT,0.49,126.27,5
4.0,10,144,JATIM,-5.66,112.45,29
3.6,10,127,JATIM,-5.79,112.35,29
4.2,10,69,BANTEN,-7.07,105.1,21
4.1,6,130,JATIM,-5.76,112.34,29
4.2,10,141,JATIM,-5.71,112.5,29
3.3,10,141,JATIM,-5.67,112.39,29
3.2,77,21,GORONTALO,0.34,122.32,12
4.9,20,85,BENGKULU,-4.64,101.96,13
3.5,10,107,MALUKUTENGAH,-2.57,129.59,3
3.6,78,88,GORONTALO,-0.26,123.11,12
4.5,13,133,JATIM,-5.78,112.47,29
4.4,10,139,JATIM,-5.69,112.39,29
4.3,541,318,SULUT,6.05,123.98,15
3.7,10,135,MALUT,2.31,126.83,5
4.1,10,167,JATIM,-5.54,112.69,29
2.7,298,71,PAPUABRT,-0.4,131.72,1
4.0,10,156,JATIM,-5.56,112.48,29
4.1,10,129,JATIM,-5.76,112.3,29
3.6,10,148,JATIM,-5.63,112.47,29
2.4,10,19,SUMBAR,0.23,99.96,20
3.5,81,111,JATIM,-5.94,112.33,29
3.7,10,137,JATIM,-5.72,112.42,29
3.3,10,142,JATIM,-5.65,112.34,29
2.6,65,28,SULTENG,0.51,121.05,11
3.3,10,116,JATIM,-5.89,112.33,29
3.7,10,132,JATIM,-5.73,112.29,29
2.4,10,18,SULSEL,-3.88,119.89,17
3.3,14,119,JATIM,-5.87,112.36,29
4.1,10,127,JATIM,-5.78,112.29,29
3.6,10,136,JATIM,-5.72,112.39,29
3.7,10,124,JATIM,-5.82,112.33,29
3.1,25,2,NTT,-9.69,119.86,7
3.3,10,135,JATIM,-5.73,112.38,29
4.5,10,143,JATIM,-5.64,112.34,29
6.1,10,132,JATIM,-5.74,112.32,29
3.4,10,18,BANTEN,-6.63,105.74,21
4.4,10,71,PAPUA,-4.26,137.06,10
2.6,10,20,SULSEL,-2.43,121.07,17
4.2,35,57,SULUT,3.61,126.34,15
3.3,221,52,MALUT,2.48,128.49,5
3.6,10,13,SUMBAR,0.22,100.08,20
4.1,17,84,ACEHJAYA,4.88,94.86,36
3.4,10,57,SULSEL,-2.14,120.9,17
5.4,10,83,PAPUA,-1.83,137.5,10
3.3,10,81,MALUT,0.44,126.71,5
2.8,29,77,SUMBAR,-2.05,100.57,20
2.0,53,21,GORONTALO,0.85,122.68,12
3.4,26,83,BENGKULU,-3.34,101.45,13
3.8,19,18,SUMUT,0.81,97.44,2
2.5,25,95,GORONTALO,-0.32,123.04,12
4.8,152,111,MALUKUBRTDAYA,-7.5,128.56,14
3.2,10,88,SULTENG,-0.78,123.63,11
4.6,170,166,MALUKUBRTDAYA,-7.3,129.02,14
5.3,21,83,SUMBAR,-2.09,100.44,20
3.0,10,27,SULTENG,-1.15,120.7,11
2.5,19,68,PAPUA,-2.39,140.02,10
3.1,112,40,SUMUT,0.51,99.61,2
2.5,10,24,SULSEL,-2.51,121.38,17
3.9,65,71,BALI,-8.99,114.58,22
3.4,20,84,BENGKULU,-5.78,102.89,13
2.7,22,71,JABAR,-8.01,107.93,4
3.7,10,85,PAPUA,-2.26,140.1,10
4.7,58,167,MALUKUTENGGARABRT,-6.68,130.53,25
3.6,25,43,NTT,-10.38,123.88,7
3.0,39,34,BENGKULUSELATAN,-4.64,102.67,18
4.8,153,45,MALUKUBRTDAYA,-7.75,127.86,14
4.9,14,110,MALUT,1.19,126.46,5
4.0,30,114,BENGKULU,-6.02,103.05,13
3.8,13,178,NTT,-11.37,118.99,7
3.6,12,38,NTT,-8.15,119.88,7
3.3,10,96,NTB,-9.57,116.26,8
3.5,163,30,NTT,-8.34,119.67,7
2.7,145,40,GORONTALO,0.12,122.09,12
2.9,148,58,GORONTALO,0.26,121.46,12
3.0,108,10,NTB,-8.61,118.41,8
1.9,10,56,NTB,-8.76,117.85,8
4.8,105,115,SULUT,4.84,127.29,15
4.8,25,102,SULUT,4.84,126.3,15
3.7,13,76,PAPUA,-1.94,139.64,10
4.5,10,147,JATIM,-9.46,113.22,29
4.2,26,24,NTT,-9.17,119.16,7
4.4,10,286,SULUT,6.45,125.89,15
3.8,10,67,SUMBAR,-0.62,99.51,20
2.8,10,13,SULSEL,-2.46,121.15,17
4.1,10,79,MALUKUTENGAH,-2.69,129.33,3
3.3,10,63,SULTENG,-0.85,122.05,11
3.5,10,63,SULTENG,-0.88,122.06,11
3.1,19,116,JABAR,-7.96,107.01,4
2.5,11,22,ACEH,5.19,96.25,23
2.7,10,3,SULSEL,-2.61,121.16,17
3.6,10,15,SULTENG,-1.65,121.22,11
4.6,15,91,SULUT,0.15,125.17,15
4.0,16,162,SUMUT,-0.68,98.57,2
3.6,10,81,MALUKU,-3.76,130.17,6
3.6,35,65,SULUT,0.85,125.35,15
3.1,10,9,JABAR,-6.64,107.81,4
4.2,154,37,SULUT,0.1,123.79,15
3.2,50,17,NTT,-9.53,120.18,7
2.7,109,7,NTB,-8.56,118.4,8
3.3,10,140,MALUT,0.23,126.22,5
2.6,21,20,NTT,-10.5,120.16,7
4.4,10,111,JATIM,-9.14,112.64,29
4.1,421,202,MALUKU,-4.49,125.75,6
4.6,10,53,MALUT,-1.09,127.31,5
2.9,157,64,NTB,-8.21,117.98,8
3.8,13,41,PAPUABRT,-0.78,133.5,1
3.9,14,58,NTT,-10.49,123.71,7
3.5,10,20,MALUKU,-3.14,130.67,6
5.4,10,112,MALUKU,-4.76,134.11,6
2.3,77,25,GORONTALO,0.23,121.91,12
2.3,10,38,SULTENG,-1.43,120.23,11
4.9,37,462,SULUT,8.12,127.24,15
2.4,10,22,JABAR,-7.21,107.61,4
2.0,53,46,NTT,-9.01,119.36,7
1.6,10,29,SULTRA,-4.55,122.54,37
2.5,13,63,NTT,-10.13,118.79,7
2.0,23,34,NTT,-8.19,119.85,7
3.7,12,58,PAPUA,-4.98,139.73,10
4.4,100,427,SULUT,7.84,126.46,15
1.8,10,20,NTT,-9.96,124.44,7
3.1,24,57,SULUT,-0.12,124.14,15
2.7,10,195,NTB,-10.42,117.42,8
3.6,23,53,BENGKULUSELATAN,-4.92,102.8,18
2.0,18,21,NTB,-8.48,117.23,8
4.4,10,96,SULUT,-0.41,124.35,15
2.7,74,30,JATIM,-8.36,111.76,29
3.4,159,30,NTT,-8.36,119.65,7
2.7,10,13,SULTENG,0.88,121.43,11
3.8,48,18,BENGKULUUTARA,-3.44,102.03,31
3.1,23,28,SULTENG,0.76,121.51,11
3.5,17,97,SULSEL,-6.91,121.12,17
2.6,40,36,GORONTALO,0.94,122.58,12
3.2,10,94,JATIM,-7.16,114.72,29
2.6,65,53,MALUT,1.06,126.98,5
2.7,177,71,NTT,-7.92,120.18,7
2.9,10,26,SULTENG,-2.85,121.72,11
3.5,180,274,MALUKUTENGGARABRT,-5.77,130.19,25
4.4,34,69,MALUT,1.89,127.26,5
4.0,10,129,SULUT,2.95,127.18,15
4.6,75,163,SULUT,5.47,126.59,15
4.5,122,85,MALUT,2.79,128.11,5
3.6,10,15,NTT,-9.76,119.6,7
3.6,10,62,SULTENG,-2.87,122.44,11
5.0,166,232,SULUT,5.86,125.73,15
3.1,10,15,SULTENG,-2.8,121.81,11
2.5,10,27,SULTENG,-2.88,121.73,11
3.4,10,145,DIY,-9.27,110.32,28
3.9,27,50,SULUT,3.6,126.89,15
4.0,10,290,DIY,-10.36,109.47,28
3.9,555,276,NTT,-6.31,126.06,7
3.6,10,100,PAPUABRT,-4.1,133.54,1
4.2,137,133,PAPUABRT,-4.49,133.85,1
4.7,10,75,SUMUT,0.54,98.49,2
3.3,195,116,MALUKUTENGAH,-4.33,129.14,3
2.6,142,10,NTB,-8.42,118.83,8
3.1,10,87,SULTENG,-1.91,122.53,11
3.1,10,15,SULBAR,-2.92,119.46,30
3.2,10,81,SUMUT,0.58,98.55,2
4.2,10,95,SULUT,0.11,125.18,15
4.0,10,37,ACEH,4.51,96.51,23
3.9,10,35,PAPUA,-4.78,139.68,10
5.6,78,512,SULUT,8.6,127.02,15
5.4,10,22,PAPUA,-4.7,139.54,10
4.6,457,119,GORONTALO,1.75,122.38,12
2.6,55,66,NTT,-9.04,122.63,7
4.6,12,141,SULUT,5.19,126.22,15
2.3,10,47,SULTENG,-1.66,120.42,11
2.7,10,48,SULSEL,-2.32,120.82,17
4.5,23,54,SUMUT,1.69,96.94,2
5.1,10,401,PAPUA,-3.95,144.32,10
4.0,10,264,NTB,-11.13,116.75,8
4.5,195,190,MALUKUTENGGARABRT,-7.04,129.87,25
4.4,10,117,MALUT,1.91,126.69,5
3.8,30,54,SUMUT,0.6,98.3,2
3.7,10,93,JABAR,-8.25,107.86,4
4.3,10,27,MALUKU,-3.43,126.92,6
3.8,27,55,BANTEN,-7.01,105.22,21
3.0,10,48,PAPUABRT,-2.46,134.13,1
2.9,10,27,SUMBAR,0.36,99.84,20
3.3,14,65,PAPUABRT,-1.44,134.27,1
3.4,10,66,PAPUABRT,-1.43,134.31,1
3.4,10,21,SULSEL,-2.49,121.0,17
2.9,10,59,SULSEL,-2.12,120.49,17
3.3,32,92,SUMBAR,-0.72,99.31,20
3.2,248,44,GORONTALO,0.2,122.57,12
4.3,34,71,SULUT,4.16,125.82,15
2.8,214,42,GORONTALO,0.15,122.27,12
3.6,10,67,PAPUABRT,-1.42,134.33,1
3.5,14,79,JABAR,-7.7,106.54,4
3.2,39,72,SULUT,1.42,125.77,15
3.5,33,87,GORONTALO,-0.19,122.83,12
3.5,22,45,ACEH,2.1,96.19,23
4.7,74,582,SULUT,9.09,127.92,15
6.6,10,151,JABAR,-8.42,107.26,4
3.9,10,126,JATIM,-5.78,112.27,29
2.9,5,11,JABAR,-6.84,107.0,4
4.9,159,202,MALUKUTENGGARABRT,-6.44,130.32,25
4.8,10,49,BANTEN,-7.08,105.42,21
4.2,10,60,SULTENG,-0.76,123.04,11
3.5,11,121,SULUT,1.01,126.13,15
3.3,299,21,JABAR,-6.67,107.95,4
3.6,388,103,NTT,-7.75,120.82,7
3.9,71,39,PAPUA,-2.63,139.52,10
3.9,10,126,ACEHJAYA,4.1,94.58,36
2.8,113,51,JABAR,-7.77,107.89,4
3.0,45,84,NTT,-9.23,123.84,7
3.6,16,37,MALUKUTENGAH,-2.96,128.94,3
3.7,36,97,GORONTALO,-0.31,122.92,12
4.8,10,118,GORONTALO,1.67,122.26,12
4.8,10,205,BALI,-10.63,115.0,22
3.4,90,15,BENGKULU,-4.16,102.69,13
3.6,13,48,NTT,-10.0,118.83,7
3.9,522,118,NTT,-7.31,124.96,7
3.3,57,81,NTT,-9.12,122.75,7
3.8,30,38,SULUT,3.65,126.71,15
3.2,10,19,PAPUA,-3.14,139.95,10
3.1,259,59,GORONTALO,-0.06,122.09,12
3.2,112,64,NTT,-8.83,119.32,7
4.1,10,36,SULSEL,-2.35,120.94,17
3.3,10,82,PAPUABRT,-1.43,134.53,1
3.0,42,60,NTT,-9.31,120.8,7
3.5,207,37,JAMBI,-2.2,102.36,19
3.9,10,33,MALUKU,-3.32,128.36,6
4.9,10,193,JABAR,-9.34,107.91,4
4.7,10,37,MALUKU,-3.32,128.41,6
3.1,52,77,NTT,-8.9,124.17,7
4.7,235,23,ACEH,6.1,95.28,23
4.7,21,109,SUMBAR,-2.92,100.01,20
4.9,10,372,SULUT,7.32,127.16,15
3.7,58,73,NTT,-8.92,123.97,7
3.9,12,137,LAMPUNG,-6.61,104.17,16
4.2,476,275,SULUT,5.41,123.78,15
3.4,11,68,NTB,-7.87,117.4,8
3.8,10,85,JABAR,-8.19,107.9,4
3.0,10,29,SULTENG,-2.71,121.64,11
3.3,23,46,ACEHBARATDAYA,3.48,96.74,34
5.1,156,45,GORONTALO,0.19,122.57,12
3.7,10,77,SULUT,-0.14,124.46,15
3.3,127,17,JABAR,-6.84,106.5,4
4.2,74,54,SULUT,-0.08,124.16,15
4.1,37,74,SUMUT,0.98,98.73,2
3.9,10,99,PAPUA,-2.37,140.5,10
4.3,10,65,PAPUA,-4.22,137.02,10
4.1,11,19,MALUT,-0.81,127.44,5
3.5,10,27,SULTENG,0.92,120.51,11
3.7,10,98,MALUKU,-2.68,129.71,6
4.2,390,226,MALUKUBRTDAYA,-6.12,127.6,14
3.2,103,7,NTB,-8.5,118.41,8
3.3,10,134,MALUT,2.16,126.69,5
4.3,114,58,MALUKUBRTDAYA,-7.67,127.57,14
4.2,10,73,SULTENG,-0.76,122.11,11
3.7,311,72,NTB,-7.84,117.45,8
4.0,33,58,SUMUT,1.02,98.88,2
3.3,10,17,SULSEL,-2.43,121.2,17
3.6,13,86,PAPUABRT,-1.48,134.54,1
3.5,97,81,NTB,-7.94,119.26,8
2.8,10,14,DIY,-7.97,110.48,28
3.3,10,3,JATIM,-7.13,111.86,29
3.5,10,45,SULSEL,-2.21,121.0,17
4.9,120,178,MALUKUTENGGARABRT,-6.41,130.93,25
4.7,11,50,MALUT,1.1,127.01,5
2.8,10,15,SULBAR,-2.84,119.44,30
4.9,52,73,JATENG,-8.36,109.19,33
2.3,10,21,SULTENG,-1.36,120.07,11
3.3,11,117,SUMBAR,-0.79,99.09,20
3.9,10,121,JATENG,-8.79,109.24,33
3.7,65,8,SULTENG,0.58,120.88,11
2.7,18,48,NTT,-8.18,120.39,7
3.1,10,35,MALUT,-0.6,127.81,5
4.3,612,210,SULUT,4.86,124.07,15
4.0,322,266,MALUKU,-5.84,129.06,6
3.6,30,97,BALI,-9.16,114.26,22
3.5,14,62,ACEH,3.0,96.18,23
3.6,11,129,NTB,-9.6,117.77,8
3.2,26,102,SUMBAR,-0.35,99.03,20
2.8,19,95,SULUT,-0.38,123.58,15
3.1,161,14,GORONTALO,0.36,122.03,12
2.8,101,85,SULUT,-0.33,123.69,15
3.2,272,117,MALUT,1.86,126.66,5
3.1,10,57,NTB,-8.32,117.99,8
4.5,52,113,SULUT,4.99,126.92,15
4.2,10,86,JATIM,-8.83,110.68,29
4.4,10,118,SUMBAR,-0.75,99.06,20
3.3,10,45,SULTENG,-2.82,122.29,11
2.7,28,33,NTT,-10.0,119.83,7
3.4,10,8,SULBAR,-2.91,119.4,30
4.4,208,12,SULUT,1.5,124.9,15
3.0,10,126,JATIM,-9.14,110.49,29
3.6,10,98,SULTRA,-3.19,123.31,37
4.1,280,56,SULUT,1.64,124.32,15
2.3,10,39,SULTENG,-0.77,121.66,11
3.2,10,59,MALUKUTENGAH,-2.86,129.27,3
2.5,22,53,NTT,-9.93,118.64,7
3.0,10,70,NTT,-8.01,122.38,7
3.5,85,85,GORONTALO,-0.18,122.87,12
3.4,37,11,SULUT,4.07,126.6,15
3.1,10,16,SUMUT,1.74,99.23,2
3.3,10,114,SULTRA,-3.14,123.56,37
4.8,10,64,BANTEN,-7.45,105.99,21
4.8,507,120,NTT,-7.3,125.0,7
3.1,107,19,BALI,-8.56,114.95,22
4.0,10,140,PAPUABRT,-1.11,129.61,1
3.1,111,74,GORONTALO,-0.08,122.88,12
4.2,10,189,MALUKUBRTDAYA,-6.77,128.79,14
3.5,10,200,JATIM,-9.89,110.54,29
4.4,490,248,SULUT,5.38,124.13,15
3.2,91,36,BENGKULU,-2.94,101.94,13
5.0,10,133,MALUT,2.18,126.72,5
3.5,10,127,MALUT,1.49,126.4,5
4.3,10,118,SULUT,1.24,126.17,15
3.6,29,11,NTT,-9.61,118.88,7
3.3,10,27,NTB,-8.22,116.79,8
3.6,247,93,NTT,-7.75,119.51,7
4.7,51,1018,SULUT,13.15,126.2,15
3.5,22,78,PAPUA,-2.31,140.06,10
4.9,10,136,MALUT,2.28,126.78,5
3.6,63,27,DIY,-8.15,110.31,28
3.4,10,137,JATIM,-5.71,112.39,29
3.2,11,75,MALUKUTENGAH,-2.83,129.45,3
3.5,10,77,MALUKUTENGAH,-2.8,129.45,3
3.7,10,79,MALUKUTENGAH,-2.8,129.47,3
3.0,10,75,MALUKUTENGAH,-2.82,129.44,3
4.1,11,78,MALUKUTENGAH,-2.74,129.39,3
3.9,10,248,JABAR,-9.37,107.0,4
3.2,10,139,MALUT,2.79,127.28,5
2.3,11,11,NTT,-9.55,119.08,7
4.3,10,354,JABAR,-10.19,106.49,4
1.7,69,32,NTT,-8.93,121.94,7
2.2,20,37,SULBAR,-3.17,118.6,30
2.9,102,15,BALI,-8.91,115.15,22
2.7,25,33,PAPUA,-2.76,139.27,10
2.4,10,12,SUMBAR,-0.59,100.39,20
4.7,13,35,SULUT,3.72,126.83,15
3.3,10,81,MALUKUTENGAH,-2.76,129.45,3
3.5,10,79,MALUKUTENGAH,-2.76,129.43,3
