created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 18:28:11 +0000 2023;1727755943507857569;""#Gempa Mag:3.7", 24-Nov-2023 01:24:19WIB, Lok:5.69LU, 125.12BT (234 km BaratLaut TAHUNA-KEP.SANGIHE-SULUT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 18:14:12 +0000 2023;1727752424390365654;""#Gempa Mag:2.7", 24-Nov-2023 01:12:29WIB, Lok:8.17LS, 114.76BT (26 km TimurLaut JEMBRANA-BALI), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 18:02:10 +0000 2023;1727749395054268857;""#Gempa Mag:3.0", 24-Nov-2023 00:59:52WIB, Lok:10.01LS, 123.75BT (15 km BaratDaya KAB-KUPANG-NTT), Kedlmn:25 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 17:22:13 +0000 2023;1727739339436920923;""#Gempa Mag:3.5", 24-Nov-2023 00:19:59WIB, Lok:0.07LS, 124.24BT (56 km Tenggara BOLAANGUKI-BOLSEL-SULUT), Kedlmn:31 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 17:02:08 +0000 2023;1727734289234858317;""#Gempa Mag:2.2", 23-Nov-2023 23:58:53WIB, Lok:2.18LS, 140.25BT (99 km TimurLaut KAB-JAYAPURA-PAPUA), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 16:33:09 +0000 2023;1727726995499557079;""#Gempa Mag:2.2", 23-Nov-2023 23:30:06WIB, Lok:9.78LS, 119.04BT (21 km Tenggara KODI-SUMBABARATDAYA-NTT), Kedlmn:26 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 16:19:10 +0000 2023;1727723474318426248;""#Gempa Mag:4.2", 23-Nov-2023 23:15:34WIB, Lok:0.86LU, 125.16BT (45 km Tenggara RATAHAN-MITRA-SULUT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 16:04:11 +0000 2023;1727719705312727042;""#Gempa Mag:1.8", 23-Nov-2023 23:00:48WIB, Lok:8.35LS, 121.24BT (36 km BaratLaut MBAY-NAGEKEO-NTT), Kedlmn:16 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 15:39:08 +0000 2023;1727713399906476339;""#Gempa Mag:3.6", 23-Nov-2023 22:36:34WIB, Lok:3.63LS, 99.67BT (177 km Tenggara TUAPEJAT-SUMBAR), Kedlmn:31 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 15:31:10 +0000 2023;1727711396404875725;""#Gempa Mag:2.6", 23-Nov-2023 22:27:24WIB, Lok:2.62LS, 128.50BT (60 km TimurLaut SERAMBAGIANBARAT-MALUKU), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 15:28:11 +0000 2023;1727710645989282083;""#Gempa Mag:2.7", 23-Nov-2023 22:25:24WIB, Lok:3.02LS, 130.86BT (42 km TimurLaut SERAMBAGIANTIMUR-MALUKU), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 15:12:09 +0000 2023;1727706607969353931;""#Gempa Mag:3.2", 23-Nov-2023 22:08:10WIB, Lok:3.94LS, 140.48BT (68 km BaratLaut PEG-BINTANG-PAPUA), Kedlmn:13 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 15:08:10 +0000 2023;1727705605505446243;""#Gempa Mag:2.9", 23-Nov-2023 22:05:31WIB, Lok:3.77LS, 123.32BT (43 km TimurLaut KONAWE-KEP-SULTRA), Kedlmn:21 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 15:03:09 +0000 2023;1727704344492208408;""#Gempa Mag:3.2", 23-Nov-2023 22:01:15WIB, Lok:3.80LU, 97.51BT (28 km Tenggara KAB-GAYOLUES-ACEH), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 14:51:09 +0000 2023;1727701325872546018;""#Gempa Mag:3.8", 23-Nov-2023 21:46:38WIB, Lok:7.67LS, 128.47BT (92 km TimurLaut MALUKUBRTDAYA), Kedlmn:59 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 14:16:10 +0000 2023;1727692521831285037;""#Gempa Mag:4.4", 23-Nov-2023 21:13:10WIB, Lok:5.89LU, 126.51BT (210 km BaratLaut MELONGUANE-SULUT), Kedlmn:69 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 13:49:10 +0000 2023;1727685725540569503;""#Gempa Mag:2.1", 23-Nov-2023 20:42:48WIB, Lok:4.09LS, 122.41BT (36 km TimurLaut KONAWESELATAN-SULTRA), Kedlmn:5 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 13:39:10 +0000 2023;1727683210388377816;""#Gempa Mag:4.8", 23-Nov-2023 20:36:00WIB, Lok:6.60LU, 126.06BT (297 km BaratLaut MELONGUANE-SULUT), Kedlmn:156 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 13:25:10 +0000 2023;1727679685260447936;""#Gempa Mag:2.8", 23-Nov-2023 20:19:20WIB, Lok:1.59LU, 122.43BT (101 km BaratLaut GORONTALOUTARA-GORONTALO), Kedlmn:14 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 12:57:13 +0000 2023;1727672650347270600;""#Gempa Mag:3.1", 23-Nov-2023 19:53:38WIB, Lok:7.87LS, 117.71BT (76 km TimurLaut SUMBAWA-NTB), Kedlmn:24 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 12:55:10 +0000 2023;1727672135869694082;""#Gempa Mag:2.3", 23-Nov-2023 19:52:16WIB, Lok:0.60LS, 135.64BT (14 km TimurLaut SUPIORI-PAPUA), Kedlmn:23 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 12:04:12 +0000 2023;1727659308790546613;""#Gempa Mag:3.8", 23-Nov-2023 18:59:29WIB, Lok:0.04LU, 126.61BT (116 km BaratDaya TIDORE-MALUT), Kedlmn:11 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 11:42:09 +0000 2023;1727653759784976423;""#Gempa Mag:2.1", 23-Nov-2023 18:38:51WIB, Lok:2.57LS, 140.75BT (86 km BaratLaut KEEROM-PAPUA), Kedlmn:13 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 10:53:10 +0000 2023;1727641434713735536;""#Gempa Mag:4.2", 23-Nov-2023 17:49:36WIB, Lok:0.16LS, 122.98BT (79 km BaratDaya BONEBOLANGO-GORONTALO), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 10:33:11 +0000 2023;1727636402870038659;""#Gempa Mag:2.4", 23-Nov-2023 17:27:13WIB, Lok:3.43LS, 129.26BT (36 km Tenggara MALUKUTENGAH), Kedlmn:222 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 10:29:10 +0000 2023;1727635392290328863;""#Gempa Mag:3.9", 23-Nov-2023 17:24:03WIB, Lok:6.30LS, 129.47BT (275 km BaratLaut MALUKUTENGGARABRT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 10:03:10 +0000 2023;1727628849251487904;""#Gempa Mag:2.8", 23-Nov-2023 16:58:31WIB, Lok:0.57LU, 122.21BT (15 km BaratLaut BOALEMO-GORONTALO), Kedlmn:90 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 09:10:10 +0000 2023;1727615512136540296;""#Gempa Mag:4.4", 23-Nov-2023 16:04:02WIB, Lok:5.79LS, 129.89BT (288 km BaratLaut MALUKUTENGGARABRT), Kedlmn:195 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 08:32:48 +0000 2023;1727606110004400546;""#Gempa (UPDATE) Mag:3.2", 23-Nov-23 15:06:13 WIB, Lok:8.51 LS, 116.09 BT (Pusat gempa berada di laut 18 Km BaratDaya Lombok Utara), Kedlmn:11 Km Dirasakan (MMI) II - III Lombok Barat,," II - III Lombok Tengah #BMKG https://t.co/SNslexRHFI"";0;0;2;8;in;108543358;1727606110004400546;infoBMKG;https://twitter.com/infoBMKG/status/1727606110004400546",,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 08:32:28 +0000 2023;1727606026718028151;""#Gempa Dirasakan Magnitudo: 3.2", Kedalaman: 11 km, 23 Nov 2023 15:06:13 WIB," Koordinat: 8.51 LS-116.09 BT (Pusat gempa berada di laut 18 Km BaratDaya Lombok Utara) #BMKG https://t.co/OiHiTwvX8x"";0;0;1;3;in;108543358;1727606026718028151;infoBMKG;https://twitter.com/infoBMKG/status/1727606026718028151",,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 08:10:09 +0000 2023;1727600409953644639;""#Gempa Mag:3.1", 23-Nov-2023 15:06:12WIB, Lok:8.53LS, 116.09BT (17 km BaratLaut LOMBOKBARAT-NTB), Kedlmn:13 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 07:06:09 +0000 2023;1727584303746527601;""#Gempa Mag:2.6", 23-Nov-2023 14:02:25WIB, Lok:6.74LS, 106.57BT (27 km TimurLaut KAB-SUKABUMI-JABAR), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 06:21:28 +0000 2023;1727573058033156381;""#Gempa (UPDATE) Mag:3.2", 23-Nov-23 12:58:05 WIB, Lok:8.56 LS, 116.03 BT (Pusat gempa berada di laut 18 km barat laut Lombok Barat), Kedlmn:11 Km Dirasakan (MMI) II - III Lombok Barat,," II - III Lombok Utara #BMKG https://t.co/IOSciqC2ac"";1;2;10;27;in;108543358;1727573058033156381;infoBMKG;https://twitter.com/infoBMKG/status/1727573058033156381",,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 06:21:07 +0000 2023;1727572971299197081;""#Gempa Dirasakan Magnitudo: 3.2", Kedalaman: 11 km, 23 Nov 2023 12:58:05 WIB," Koordinat: 8.56 LS-116.03 BT (Pusat gempa berada di laut 18 km barat laut Lombok Barat) #BMKG https://t.co/OiHiTwvX8x"";0;0;0;4;in;108543358;1727572971299197081;infoBMKG;https://twitter.com/infoBMKG/status/1727572971299197081",,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 06:05:09 +0000 2023;1727568953080492458;""#Gempa Mag:3.1", 23-Nov-2023 12:58:04WIB, Lok:8.54LS, 116.03BT (19 km BaratLaut LOMBOKBARAT-NTB), Kedlmn:12 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 04:54:10 +0000 2023;1727551089661354076;""#Gempa Mag:3.9", 23-Nov-2023 11:51:04WIB, Lok:0.68LU, 126.67BT (78 km BaratDaya TERNATE-MALUT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 04:34:09 +0000 2023;1727546051975078064;""#Gempa Mag:3.1", 23-Nov-2023 11:28:10WIB, Lok:3.09LS, 127.75BT (49 km BaratDaya SERAMBAGIANBARAT-MALUKU), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 04:29:13 +0000 2023;1727544808905056471;""#Gempa Mag:2.8", 23-Nov-2023 11:24:40WIB, Lok:9.89LS, 121.18BT (78 km TimurLaut WULA-WAIJELU-NTT), Kedlmn:22 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 03:29:00 +0000 2023;1727529653538357324;""#Gempa Mag:5.0", 23-Nov-23 10:24:31 WIB, Lok:5.53 LU,125.18 BT (216 km BaratLaut TAHUNA-KEP.SANGIHE-SULUT), Kedlmn:17 Km,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 03:28:56 +0000 2023;1727529639000834492;""#Gempa Magnitudo: 5.0", Kedalaman: 17 km, 23 Nov 2023 10:24:31 WIB, Koordinat: 5.53 LU-125.18 BT (216 km BaratLaut TAHUNA-KEP.SANGIHE-SULUT)," Tidak berpotensi tsunami #BMKG https://t.co/OiHiTwvX8x"";0;0;2;14;in;108543358;1727529639000834492;infoBMKG;https://twitter.com/infoBMKG/status/1727529639000834492",,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 03:27:09 +0000 2023;1727529192030642368;""#Gempa Mag:4.9", 23-Nov-2023 10:24:32WIB, Lok:5.53LU, 125.22BT (215 km BaratLaut TAHUNA-KEP.SANGIHE-SULUT), Kedlmn:28 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 03:01:09 +0000 2023;1727522646391472437;""#Gempa Mag:2.2", 23-Nov-2023 09:58:30WIB, Lok:4.49LU, 96.41BT (30 km TimurLaut KAB-NAGANRAYA-ACEH), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 02:04:13 +0000 2023;1727508319768867284;""#Gempa Mag:3.2", 23-Nov-2023 09:00:11WIB, Lok:9.48LS, 117.30BT (94 km Tenggara SUMBAWABARAT-NTB), Kedlmn:15 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 01:03:10 +0000 2023;1727492955106394411;""#Gempa Mag:3.1", 23-Nov-2023 07:59:58WIB, Lok:2.83LS, 129.42BT (73 km TimurLaut MALUKUTENGAH), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Thu Nov 23 00:18:10 +0000 2023;1727481630754042002;""#Gempa Mag:3.7", 23-Nov-2023 07:12:14WIB, Lok:7.92LS, 117.57BT (65 km TimurLaut SUMBAWA-NTB), Kedlmn:18 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 08:36:09 +0000 2023;1727244565319766233;""#Gempa Mag:4.1", 22-Nov-2023 15:32:42WIB, Lok:6.51LS, 129.34BT (250 km TimurLaut MALUKUBRTDAYA), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 08:01:09 +0000 2023;1727235755230286188;""#Gempa Mag:3.4", 22-Nov-2023 14:57:10WIB, Lok:6.68LS, 105.14BT (48 km BaratDaya SUMUR-BANTEN), Kedlmn:22 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 07:32:10 +0000 2023;1727228463596319026;""#Gempa Mag:3.1", 22-Nov-2023 14:29:27WIB, Lok:0.27LU, 122.12BT (28 km Tenggara POHUWATO-GORONTALO), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 04:53:09 +0000 2023;1727188446756954592;""#Gempa Mag:3.8", 22-Nov-2023 11:49:13WIB, Lok:6.30LS, 129.48BT (275 km BaratLaut MALUKUTENGGARABRT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 04:32:09 +0000 2023;1727183161539584062;""#Gempa Mag:4.2", 22-Nov-2023 11:25:18WIB, Lok:6.41LS, 129.49BT (266 km BaratLaut MALUKUTENGGARABRT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 04:19:12 +0000 2023;1727179900002639988;""#Gempa Mag:3.2", 22-Nov-2023 11:15:29WIB, Lok:1.82LU, 127.15BT (71 km BaratLaut HALMAHERABARAT-MALUT), Kedlmn:89 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 04:03:21 +0000 2023;1727175912905687481;""#Gempa Dirasakan Magnitudo: 6.6", Kedalaman: 109 km, 22 Nov 2023 09:48:54 WIB," Koordinat: 1.77 LU-127.14 BT (Pusat gempa berada di laut 68 Km Barat Laut Halmahera Barat) #BMKG https://t.co/OiHiTwvX8x"";0;0;3;18;in;108543358;1727175912905687481;infoBMKG;https://twitter.com/infoBMKG/status/1727175912905687481",,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 03:30:11 +0000 2023;1727167565229953057;""#Gempa Mag:3.3", 22-Nov-2023 10:26:47WIB, Lok:1.35LU, 126.35BT (128 km BaratLaut JAILOLO-MALUT), Kedlmn:26 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 03:27:19 +0000 2023;1727166845172789253;""#Gempa Dirasakan Magnitudo: 6.6", Kedalaman: 109 km, 22 Nov 2023 09:48:54 WIB," Koordinat: 1.77 LU-127.14 BT (Pusat gempa berada di laut 68 km barat laut Halmahera Barat) #BMKG https://t.co/OiHiTwvX8x"";0;0;2;14;in;108543358;1727166845172789253;infoBMKG;https://twitter.com/infoBMKG/status/1727166845172789253",,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 03:06:09 +0000 2023;1727161518276710457;""#Gempa Mag:3.1", 22-Nov-2023 10:02:49WIB, Lok:1.66LU, 127.16BT (58 km BaratLaut HALMAHERABARAT-MALUT), Kedlmn:104 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 03:04:03 +0000 2023;1727160988926181565;""#Gempa Dirasakan Magnitudo: 6.6", Kedalaman: 109 km, 22 Nov 2023 09:48:54 WIB," Koordinat: 1.77 LU-124.14 BT (Pusat gempa berada di laut 68 km barat laut Halmahera Barat) #BMKG https://t.co/OiHiTwvX8x"";1;0;6;20;in;108543358;1727160988926181565;infoBMKG;https://twitter.com/infoBMKG/status/1727160988926181565",,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 02:52:39 +0000 2023;1727158118491304433;""#Gempa Mag:6.6", 22-Nov-23 09:48:54 WIB, Lok:1.77 LU,127.14 BT (68 km BaratLaut HALMAHERABARAT-MALUT), Kedlmn:109 Km,,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 02:52:37 +0000 2023;1727158112631812499;""#Gempa Magnitudo: 6.6", Kedalaman: 109 km, 22 Nov 2023 09:48:54 WIB, Koordinat: 1.77 LU-127.14 BT (68 km BaratLaut HALMAHERABARAT-MALUT)," Tidak berpotensi tsunami #BMKG https://t.co/OiHiTwvX8x"";1;1;9;24;in;108543358;1727158112631812499;infoBMKG;https://twitter.com/infoBMKG/status/1727158112631812499",,,,,,,,,,,,,,,,,,,,,,
"Wed Nov 22 02:51:10 +0000 2023;1727157746792005816;""#Gempa Mag:6.1", 22-Nov-2023 09:48:54WIB, Lok:1.76LU, 127.16BT (65 km BaratLaut HALMAHERABARAT-MALUT), Kedlmn:116 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 23:54:41 +0000 2023;1727113331679572234;""#Gempa (UPDATE) Mag:2.7", 22-Nov-23 05:01:24 WIB, Lok:4.79 LS, 122.64 BT (Pusat gempa berada di darat 7.2 km BaratLaut Kab. Muna)," Kedlmn:7 Km Dirasakan (MMI) II - III Muna #BMKG https://t.co/maP2hjpxyN"";0;0;3;31;in;108543358;1727113331679572234;infoBMKG;https://twitter.com/infoBMKG/status/1727113331679572234",,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 23:54:31 +0000 2023;1727113291754086638;""#Gempa Dirasakan Magnitudo: 2.7", Kedalaman: 7 km, 22 Nov 2023 05:01:24 WIB," Koordinat: 4.79 LS-122.64 BT (Pusat gempa berada di darat 7.2 km BaratLaut Kab. Muna) #BMKG https://t.co/OiHiTwvX8x"";0;0;1;7;in;108543358;1727113291754086638;infoBMKG;https://twitter.com/infoBMKG/status/1727113291754086638",,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 19:50:10 +0000 2023;1727051799335719407;""#Gempa Mag:5.0", 22-Nov-2023 02:44:16WIB, Lok:5.70LS, 146.05BT (628 km Tenggara PEG-BINTANG-PAPUA), Kedlmn:61 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 18:54:09 +0000 2023;1727037702103863343;""#Gempa Mag:4.0", 22-Nov-2023 01:51:11WIB, Lok:9.18LS, 125.96BT (117 km Tenggara BELU-NTT), Kedlmn:16 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 18:25:10 +0000 2023;1727030409266119153;""#Gempa Mag:3.6", 22-Nov-2023 01:22:27WIB, Lok:9.13LS, 113.11BT (111 km BaratDaya LUMAJANG-JATIM), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 18:01:09 +0000 2023;1727024365076898146;""#Gempa Mag:3.6", 22-Nov-2023 00:57:25WIB, Lok:2.31LU, 95.52BT (95 km BaratDaya SINABANG-ACEH), Kedlmn:25 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 17:34:11 +0000 2023;1727017578575564975;""#Gempa Mag:2.1", 22-Nov-2023 00:30:30WIB, Lok:1.59LS, 120.07BT (30 km Tenggara SIGI-SULTENG), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 17:02:11 +0000 2023;1727009522793984284;""#Gempa Mag:3.2", 21-Nov-2023 23:56:35WIB, Lok:4.32LS, 130.81BT (139 km Tenggara SERAMBAGIANTIMUR-MALUKU), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 16:09:11 +0000 2023;1726996186438177058;""#Gempa Mag:3.2", 21-Nov-2023 23:05:07WIB, Lok:0.53LU, 125.95BT (136 km Tenggara BITUNG-SULUT), Kedlmn:14 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 15:27:10 +0000 2023;1726985610718794172;""#Gempa Mag:2.4", 21-Nov-2023 22:22:55WIB, Lok:3.20LU, 97.29BT (11 km Tenggara KAB-ACEHSELATAN), Kedlmn:22 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 14:42:10 +0000 2023;1726974288077730040;""#Gempa Mag:3.5", 21-Nov-2023 21:39:14WIB, Lok:5.59LU, 125.32BT (220 km BaratLaut TAHUNA-KEP.SANGIHE-SULUT), Kedlmn:26 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 14:18:45 +0000 2023;1726968395390980442;""#Gempa (UPDATE) Mag:2.8", 21-Nov-23 20:58:29 WIB, Lok:3.47 LS, 135.53 BT (Pusat gempa berada di darat 12 km tenggara Nabire)," Kedlmn:10 Km Dirasakan (MMI) II-III Nabire #BMKG https://t.co/8aF4OmR0M6"";0;0;2;11;in;108543358;1726968395390980442;infoBMKG;https://twitter.com/infoBMKG/status/1726968395390980442",,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 14:18:37 +0000 2023;1726968360888578276;""#Gempa Dirasakan Magnitudo: 2.8", Kedalaman: 10 km, 21 Nov 2023 20:58:29 WIB," Koordinat: 3.47 LS-135.53 BT (Pusat gempa berada di darat 12 km tenggara Nabire) #BMKG https://t.co/OiHiTwvX8x"";0;0;0;4;in;108543358;1726968360888578276;infoBMKG;https://twitter.com/infoBMKG/status/1726968360888578276",,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 10:44:10 +0000 2023;1726914392078569846;""#Gempa Mag:3.4", 21-Nov-2023 17:41:05WIB, Lok:1.23LU, 98.83BT (51 km BaratDaya PADANGSIDEMPUAN-SUMUT), Kedlmn:52 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 09:54:10 +0000 2023;1726901809116270625;""#Gempa Mag:2.6", 21-Nov-2023 16:48:31WIB, Lok:2.31LS, 101.12BT (29 km TimurLaut MUKOMUKO-BENGKULU), Kedlmn:49 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 07:25:16 +0000 2023;1726864339557327309;""#Gempa (UPDATE) Mag:5.5", 21-Nov-23 14:12:16 WIB, Lok:0.51 LS, 135.64 BT (Pusat gempa berada di laut 27 km BaratLaut Supiori), Kedlmn:10 Km Dirasakan (MMI) III - IV Supiori,,,,,,,,,,,,,,,,,,,,,,
"Tue Nov 21 07:25:06 +0000 2023;1726864294917423417;""#Gempa Dirasakan Magnitudo: 5.5", Kedalaman: 10 km, 21 Nov 2023 14:12:16 WIB," Koordinat: 0.51 LS-135.64 BT (Pusat gempa berada di laut 27 km BaratLaut Supiori) #BMKG https://t.co/OiHiTwvX8x"";0;0;2;6;in;108543358;1726864294917423417;infoBMKG;https://twitter.com/infoBMKG/status/1726864294917423417",,,,,,,,,,,,,,,,,,,,,,,
