created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url,,,,,,,,,,
"Wed Dec 27 18:01:09 +0000 2023;1740070324799226361;""#Gempa Mag:3.1", 28-Dec-2023 00:55:50WIB, Lok:9.05LS, 116.55BT (44 km Tenggara LOMBOKTIMUR-NTB), Kedlmn:74 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/oXc73jbmcr"";0;1;2;9;in;108543358;1740070324799226361;infoBMKG;https://twitter.com/infoBMKG/status/1740070324799226361",,,,,
"Wed Dec 27 17:41:09 +0000 2023;1740065293614153919;""#Gempa Mag:3.7", 28-Dec-2023 00:38:56WIB, Lok:8.18LS, 107.26BT (128 km BaratDaya KAB-GARUT-JABAR), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/JgtHVsrUAj"";5;0;14;70;in;108543358;1740065293614153919;infoBMKG;https://twitter.com/infoBMKG/status/1740065293614153919",,,,,
"Wed Dec 27 17:30:08 +0000 2023;1740062523196657742;""#Gempa Mag:3.5", 28-Dec-2023 00:25:55WIB, Lok:2.44LU, 96.28BT (10 km BaratDaya SINABANG-ACEH), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/9mN8O06QRG"";0;0;2;4;in;108543358;1740062523196657742;infoBMKG;https://twitter.com/infoBMKG/status/1740062523196657742",,,,,
"Wed Dec 27 17:27:09 +0000 2023;1740061769429852605;""#Gempa Mag:4.2", 28-Dec-2023 00:22:36WIB, Lok:2.64LU, 128.38BT (66 km TimurLaut DARUBA-MALUT), Kedlmn:210 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/KfrxI5KsLr"";0;0;2;7;in;108543358;1740061769429852605;infoBMKG;https://twitter.com/infoBMKG/status/1740061769429852605",,,,,
"Wed Dec 27 17:09:08 +0000 2023;1740057236658159877;""#Gempa Mag:3.0", 28-Dec-2023 00:03:55WIB, Lok:2.31LU, 96.36BT (18 km BaratDaya SINABANG-ACEH), Kedlmn:16 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/yFefgsIdDz"";0;0;4;4;in;108543358;1740057236658159877;infoBMKG;https://twitter.com/infoBMKG/status/1740057236658159877",,,,,
"Wed Dec 27 16:00:45 +0000 2023;1740040028414415018;""#Gempa (UPDATE) Mag:2.9", 27-Des-23 22:19:28 WIB, Lok:6.75 LS, 106.58 BT (Pusat gempa berada di darat 26 km timur laut Kab. Sukabumi)," Kedlmn:9 Km Dirasakan (MMI) II Pamijahan #BMKG https://t.co/eR7ULcvyUq"";0;1;4;17;in;108543358;1740040028414415018;infoBMKG;https://twitter.com/infoBMKG/status/1740040028414415018",,,,,,
"Wed Dec 27 16:00:32 +0000 2023;1740039971204186547;""#Gempa Dirasakan Magnitudo: 2.9", Kedalaman: 9 km, 27 Des 2023 22:19:28 WIB," Koordinat: 6.75 LS-106.58 BT (Pusat gempa berada di darat 26 km timur laut Kab. Sukabumi) #BMKG https://t.co/OiHiTwvX8x"";0;0;2;5;in;108543358;1740039971204186547;infoBMKG;https://twitter.com/infoBMKG/status/1740039971204186547",,,,,,,
"Wed Dec 27 15:48:09 +0000 2023;1740036856887321072;""#Gempa Mag:3.8", 27-Dec-2023 22:45:18WIB, Lok:4.84LS, 102.87BT (43 km BaratDaya BENGKULUSELATAN), Kedlmn:22 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/hZ3oUhUqix"";0;0;6;10;in;108543358;1740036856887321072;infoBMKG;https://twitter.com/infoBMKG/status/1740036856887321072",,,,,
"Wed Dec 27 15:41:09 +0000 2023;1740035093358628874;""#Gempa Mag:2.1", 27-Dec-2023 22:39:02WIB, Lok:7.22LS, 109.83BT (18 km BaratLaut WONOSOBO-JATENG), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/iQukAPq4kq"";2;2;6;26;in;108543358;1740035093358628874;infoBMKG;https://twitter.com/infoBMKG/status/1740035093358628874",,,,,
"Wed Dec 27 15:23:08 +0000 2023;1740030561828417709;""#Gempa Mag:2.8", 27-Dec-2023 22:19:29WIB, Lok:6.76LS, 106.60BT (25 km TimurLaut KAB-SUKABUMI-JABAR), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/ahgUYBxjfU"";2;0;15;34;in;108543358;1740030561828417709;infoBMKG;https://twitter.com/infoBMKG/status/1740030561828417709",,,,,
"Wed Dec 27 14:03:08 +0000 2023;1740010429936799888;""#Gempa Mag:3.4", 27-Dec-2023 21:00:48WIB, Lok:4.46LU, 96.58BT (34 km BaratDaya TAKENGON-ACEHTENGAH), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/36WJ5G0iqF"";0;0;8;19;in;108543358;1740010429936799888;infoBMKG;https://twitter.com/infoBMKG/status/1740010429936799888",,,,,
"Wed Dec 27 13:53:25 +0000 2023;1740007982224847141;""#Gempa (UPDATE) Mag:2.5", 27-Des-23 20:32:19 WIB, Lok:6.47 LS, 106.55 BT (Pusat gempa berada di darat 27 km Utara Kab. Sukabumi)," Kedlmn:8 Km Dirasakan (MMI) II Pamijahan #BMKG https://t.co/Tu15tu7n1M"";0;0;7;32;in;108543358;1740007982224847141;infoBMKG;https://twitter.com/infoBMKG/status/1740007982224847141",,,,,,
"Wed Dec 27 13:53:13 +0000 2023;1740007930265800787;""#Gempa Dirasakan Magnitudo: 2.5", Kedalaman: 8 km, 27 Des 2023 20:32:19 WIB," Koordinat: 6.47 LS-106.55 BT (Pusat gempa berada di darat 27 km Utara Kab. Sukabumi) #BMKG https://t.co/OiHiTwvX8x"";0;0;1;5;in;108543358;1740007930265800787;infoBMKG;https://twitter.com/infoBMKG/status/1740007930265800787",,,,,,,
"Wed Dec 27 13:48:29 +0000 2023;1740006739490259024;""#Gempa (UPDATE) Mag:3.0", 27-Des-23 20:10:52 WIB, Lok:6.75 LS, 106.55 BT (Pusat gempa berada di darat 26 km utara Kab. Sukabumi), Kedlmn:9 Km Dirasakan (MMI) II Pamijahan," II Kabandungan #BMKG https://t.co/de4tJwZ2QV"";1;0;7;33;in;108543358;1740006739490259024;infoBMKG;https://twitter.com/infoBMKG/status/1740006739490259024",,,,,
"Wed Dec 27 13:48:17 +0000 2023;1740006688802168892;""#Gempa Dirasakan Magnitudo: 3.0", Kedalaman: 9 km, 27 Des 2023 20:10:52 WIB," Koordinat: 6.75 LS-106.55 BT (Pusat gempa berada di darat 26 km utara Kab. Sukabumi) #BMKG https://t.co/OiHiTwvX8x"";0;0;2;10;in;108543358;1740006688802168892;infoBMKG;https://twitter.com/infoBMKG/status/1740006688802168892",,,,,,,
"Wed Dec 27 13:35:09 +0000 2023;1740003384932143320;""#Gempa Mag:2.5", 27-Dec-2023 20:32:19WIB, Lok:6.75LS, 106.56BT (26 km TimurLaut KAB-SUKABUMI-JABAR), Kedlmn:11 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/JUkPT7F1NZ"";3;1;9;20;in;108543358;1740003384932143320;infoBMKG;https://twitter.com/infoBMKG/status/1740003384932143320",,,,,
"Wed Dec 27 13:29:15 +0000 2023;1740001899028664666;""#Gempa (UPDATE) Mag:3.2", 27-Des-23 20:08:15 WIB, Lok:6.74 LS, 106.55 BT (Pusat gempa berada di darat 27 km utara Kab. Sukabumi), Kedlmn:8 Km Dirasakan (MMI) II-III Pamijahan, II-III Leuwiliang," II-III Kabandungan #BMKG https://t.co/dd7RyPNJ2n"";2;0;19;55;in;108543358;1740001899028664666;infoBMKG;https://twitter.com/infoBMKG/status/1740001899028664666",,,,
"Wed Dec 27 13:29:06 +0000 2023;1740001861703462920;""#Gempa Dirasakan Magnitudo: 3.2", Kedalaman: 8 km, 27 Des 2023 20:08:15 WIB," Koordinat: 6.74 LS-106.55 BT (Pusat gempa berada di darat 27 km utara Kab. Sukabumi) #BMKG https://t.co/OiHiTwvX8x"";0;0;2;8;in;108543358;1740001861703462920;infoBMKG;https://twitter.com/infoBMKG/status/1740001861703462920",,,,,,,
"Wed Dec 27 13:13:08 +0000 2023;1739997846869549380;""#Gempa Mag:3.2", 27-Dec-2023 20:08:15WIB, Lok:6.78LS, 106.55BT (23 km Utara KAB-SUKABUMI-JABAR), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/6PTSpnQDGz"";5;16;49;157;in;108543358;1739997846869549380;infoBMKG;https://twitter.com/infoBMKG/status/1739997846869549380",,,,,
"Wed Dec 27 12:23:10 +0000 2023;1739985268537778481;""#Gempa Mag:2.8", 27-Dec-2023 19:18:52WIB, Lok:7.44LS, 121.95BT (134 km BaratLaut MAUMERE-SIKKA-NTT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/Md1BJ6yGCU"";0;0;3;9;in;108543358;1739985268537778481;infoBMKG;https://twitter.com/infoBMKG/status/1739985268537778481",,,,,
"Wed Dec 27 09:54:11 +0000 2023;1739947776174338261;""#Gempa Mag:4.2", 27-Dec-2023 16:51:30WIB, Lok:2.95LS, 130.47BT (17 km BaratLaut SERAMBAGIANTIMUR-MALUKU), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/8672pm1TEE"";0;0;3;10;in;108543358;1739947776174338261;infoBMKG;https://twitter.com/infoBMKG/status/1739947776174338261",,,,,
"Wed Dec 27 08:25:10 +0000 2023;1739925376632315928;""#Gempa Mag:3.7", 27-Dec-2023 15:22:39WIB, Lok:0.57LU, 121.14BT (37 km Tenggara PARIGIMOUTONG-SULTENG), Kedlmn:60 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/cIFgxhT4UH"";0;1;2;12;in;108543358;1739925376632315928;infoBMKG;https://twitter.com/infoBMKG/status/1739925376632315928",,,,,
"Wed Dec 27 06:02:08 +0000 2023;1739889380490420402;""#Gempa Mag:4.1", 27-Dec-2023 12:58:59WIB, Lok:1.60LS, 138.07BT (90 km BaratLaut MAMBERAMOTENGAH-PAPUA), Kedlmn:15 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/mA6nDfXcPO"";0;0;2;7;in;108543358;1739889380490420402;infoBMKG;https://twitter.com/infoBMKG/status/1739889380490420402",,,,,
"Wed Dec 27 01:09:10 +0000 2023;1739815652054213003;""#Gempa Mag:3.9", 27-Dec-2023 08:05:54WIB, Lok:3.77LS, 126.67BT (73 km BaratDaya BURU-MALUKU), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/iVZUF1Ky1c"";0;0;1;12;in;108543358;1739815652054213003;infoBMKG;https://twitter.com/infoBMKG/status/1739815652054213003",,,,,
"Wed Dec 27 00:20:10 +0000 2023;1739803319609282728;""#Gempa Mag:2.8", 27-Dec-2023 07:16:22WIB, Lok:0.97LU, 126.90BT (56 km BaratLaut TERNATE-MALUT), Kedlmn:48 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/n4fzBKZ2X2"";0;0;1;6;in;108543358;1739803319609282728;infoBMKG;https://twitter.com/infoBMKG/status/1739803319609282728",,,,,
"Wed Dec 27 00:12:12 +0000 2023;1739801316749345122;""#Gempa Mag:4.0", 27-Dec-2023 07:08:41WIB, Lok:1.30LU, 126.23BT (124 km Tenggara BITUNG-SULUT), Kedlmn:26 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/rCCYrhPktE"";0;0;5;7;in;108543358;1739801316749345122;infoBMKG;https://twitter.com/infoBMKG/status/1739801316749345122",,,,,
"Tue Dec 26 22:54:09 +0000 2023;1739781672890225046;""#Gempa Mag:3.8", 27-Dec-2023 05:51:20WIB, Lok:9.58LS, 124.95BT (7 km Tenggara MALAKA-NTT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/Qfg31mULRS"";1;2;1;17;in;108543358;1739781672890225046;infoBMKG;https://twitter.com/infoBMKG/status/1739781672890225046",,,,,
"Tue Dec 26 22:01:08 +0000 2023;1739768332969238684;""#Gempa Mag:3.4", 27-Dec-2023 04:57:44WIB, Lok:9.52LS, 112.90BT (157 km Tenggara KAB-MALANG-JATIM), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/fplIh373Nl"";2;0;15;49;in;108543358;1739768332969238684;infoBMKG;https://twitter.com/infoBMKG/status/1739768332969238684",,,,,
"Tue Dec 26 20:36:09 +0000 2023;1739746944527057272;""#Gempa Mag:4.5", 27-Dec-2023 03:31:55WIB, Lok:1.13LS, 136.82BT (93 km Tenggara BIAKNUMFOR-PAPUA), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/9lScxDhduk"";0;0;4;20;in;108543358;1739746944527057272;infoBMKG;https://twitter.com/infoBMKG/status/1739746944527057272",,,,,
"Tue Dec 26 17:37:09 +0000 2023;1739701897865687256;""#Gempa Mag:3.8", 27-Dec-2023 00:33:21WIB, Lok:9.59LS, 112.82BT (163 km Tenggara KAB-MALANG-JATIM), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/JXwWisq5Pz"";2;0;9;35;in;108543358;1739701897865687256;infoBMKG;https://twitter.com/infoBMKG/status/1739701897865687256",,,,,
"Tue Dec 26 17:16:10 +0000 2023;1739696619397001544;""#Gempa Mag:4.2", 27-Dec-2023 00:09:56WIB, Lok:11.14LS, 117.43BT (243 km BaratDaya KODI-SUMBABARATDAYA-NTT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/cA9LW8DoKI"";0;1;6;21;in;108543358;1739696619397001544;infoBMKG;https://twitter.com/infoBMKG/status/1739696619397001544",,,,,
"Tue Dec 26 15:15:09 +0000 2023;1739666165348364293;""#Gempa Mag:2.9", 26-Dec-2023 22:11:39WIB, Lok:1.05LU, 126.16BT (123 km Tenggara BITUNG-SULUT), Kedlmn:14 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/1XiK2ywqt5"";0;0;2;10;in;108543358;1739666165348364293;infoBMKG;https://twitter.com/infoBMKG/status/1739666165348364293",,,,,
"Tue Dec 26 13:17:09 +0000 2023;1739636469013328096;""#Gempa Mag:5.2", 26-Dec-2023 20:11:42WIB, Lok:5.36LS, 145.38BT (547 km Tenggara PEG-BINTANG-PAPUA), Kedlmn:79 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/tFDzEAKxZz"";2;3;18;59;in;108543358;1739636469013328096;infoBMKG;https://twitter.com/infoBMKG/status/1739636469013328096",,,,,
"Tue Dec 26 11:42:09 +0000 2023;1739612560989761778;""#Gempa Mag:3.9", 26-Dec-2023 18:39:27WIB, Lok:2.11LU, 126.11BT (109 km Tenggara ONDONG-KEP.SITARO-SULUT), Kedlmn:14 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/xbqTyDGHnC"";0;0;2;10;in;108543358;1739612560989761778;infoBMKG;https://twitter.com/infoBMKG/status/1739612560989761778",,,,,
"Tue Dec 26 11:25:41 +0000 2023;1739608416254070796;""#Gempa (UPDATE) Mag:4.4", 26-Des-23 18:12:57 WIB, Lok:9.66 LS, 124.89 BT (Pusat gempa berada di darat 14 km BaratDaya Malaka)," Kedlmn:10 Km Dirasakan (MMI) III Malaka #BMKG https://t.co/Nd4R91WIuq"";0;0;5;30;in;108543358;1739608416254070796;infoBMKG;https://twitter.com/infoBMKG/status/1739608416254070796",,,,,,
"Tue Dec 26 11:25:24 +0000 2023;1739608345496244302;""#Gempa Dirasakan Magnitudo: 4.4", Kedalaman: 10 km, 26 Des 2023 18:12:57 WIB," Koordinat: 9.66 LS-124.89 BT (Pusat gempa berada di darat 14 km BaratDaya Malaka) #BMKG https://t.co/OiHiTwvX8x"";0;1;2;8;in;108543358;1739608345496244302;infoBMKG;https://twitter.com/infoBMKG/status/1739608345496244302",,,,,,,
"Tue Dec 26 11:15:08 +0000 2023;1739605763369341256;""#Gempa Mag:4.4", 26-Dec-2023 18:12:55WIB, Lok:9.54LS, 124.91BT (1 km Tenggara MALAKA-NTT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/pX06hKhHE1"";1;1;5;29;in;108543358;1739605763369341256;infoBMKG;https://twitter.com/infoBMKG/status/1739605763369341256",,,,,
"Tue Dec 26 10:26:09 +0000 2023;1739593436456788258;""#Gempa Mag:4.9", 26-Dec-2023 17:20:32WIB, Lok:7.91LU, 127.02BT (436 km TimurLaut MELONGUANE-SULUT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/CBRLfUI6Rm"";0;1;3;12;in;108543358;1739593436456788258;infoBMKG;https://twitter.com/infoBMKG/status/1739593436456788258",,,,,
"Tue Dec 26 09:03:10 +0000 2023;1739572549028356114;""#Gempa Mag:4.4", 26-Dec-2023 15:59:31WIB, Lok:0.11LS, 122.94BT (75 km BaratDaya BONEBOLANGO-GORONTALO), Kedlmn:119 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/IPoB1Y4Fn0"";1;1;5;11;in;108543358;1739572549028356114;infoBMKG;https://twitter.com/infoBMKG/status/1739572549028356114",,,,,
"Tue Dec 26 08:27:09 +0000 2023;1739563488081822036;""#Gempa Mag:3.1", 26-Dec-2023 15:22:25WIB, Lok:9.21LS, 124.13BT (58 km BaratLaut TIMORTENGAHUT-NTT), Kedlmn:62 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/tVH4xn2RUS"";0;0;1;6;in;108543358;1739563488081822036;infoBMKG;https://twitter.com/infoBMKG/status/1739563488081822036",,,,,
"Tue Dec 26 06:47:09 +0000 2023;1739538319808311433;""#Gempa Mag:5.0", 26-Dec-2023 13:42:44WIB, Lok:3.78LU, 126.65BT (24 km BaratDaya MELONGUANE-SULUT), Kedlmn:48 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/iNffWZ4q6j"";0;0;5;19;in;108543358;1739538319808311433;infoBMKG;https://twitter.com/infoBMKG/status/1739538319808311433",,,,,
"Tue Dec 26 06:46:01 +0000 2023;1739538034289443169;""#Gempa Magnitudo: 5.0", Kedalaman: 56 km, 26 Des 2023 13:42:43 WIB, Koordinat: 3.82 LU-126.63 BT (20 km BaratDaya MELONGUANE-SULUT)," Tidak berpotensi tsunami #BMKG https://t.co/OiHiTwvX8x"";0;1;6;11;in;108543358;1739538034289443169;infoBMKG;https://twitter.com/infoBMKG/status/1739538034289443169",,,,,,
"Tue Dec 26 06:46:00 +0000 2023;1739538031382823220;""#Gempa Mag:5.0", 26-Des-23 13:42:43 WIB, Lok:3.82 LU,126.63 BT (20 km BaratDaya MELONGUANE-SULUT), Kedlmn:56 Km," tdk berpotensi tsunami #BMKG https://t.co/D6HnSd8jPl"";0;0;2;22;in;108543358;1739538031382823220;infoBMKG;https://twitter.com/infoBMKG/status/1739538031382823220",,,,,
"Tue Dec 26 05:35:10 +0000 2023;1739520204617765166;""#Gempa Mag:3.6", 26-Dec-2023 12:32:18WIB, Lok:0.29LU, 122.28BT (27 km BaratDaya BOALEMO-GORONTALO), Kedlmn:11 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/7js3fk5RcF"";0;0;2;13;in;108543358;1739520204617765166;infoBMKG;https://twitter.com/infoBMKG/status/1739520204617765166",,,,,
"Tue Dec 26 03:34:09 +0000 2023;1739489751500263725;""#Gempa Mag:4.4", 26-Dec-2023 10:31:41WIB, Lok:8.63LS, 118.38BT (14 km BaratDaya DOMPU-NTB), Kedlmn:97 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/4lpfnNKnZ5"";0;0;3;15;in;108543358;1739489751500263725;infoBMKG;https://twitter.com/infoBMKG/status/1739489751500263725",,,,,
"Tue Dec 26 00:41:10 +0000 2023;1739446216457617458;""#Gempa Mag:3.9", 26-Dec-2023 07:35:40WIB, Lok:0.65LU, 126.82BT (62 km BaratDaya TERNATE-MALUT), Kedlmn:20 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/28mCRVwudk"";0;1;2;16;in;108543358;1739446216457617458;infoBMKG;https://twitter.com/infoBMKG/status/1739446216457617458",,,,,
"Mon Dec 25 23:40:10 +0000 2023;1739430868299792459;""#Gempa Mag:2.9", 26-Dec-2023 06:36:00WIB, Lok:0.57LS, 122.64BT (92 km BaratLaut BANGGAIKEP-SULTENG), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/1g87dQjVBy"";0;1;5;25;in;108543358;1739430868299792459;infoBMKG;https://twitter.com/infoBMKG/status/1739430868299792459",,,,,
"Mon Dec 25 23:13:27 +0000 2023;1739424145878954149;""#Gempa (UPDATE) Mag:3.5", 26-Des-23 05:47:56 WIB, Lok:8.49 LS, 115.83 BT (Pusat gempa berada di laut 37 km Tenggara Karangasem), Kedlmn:19 Km Dirasakan (MMI) II-III Mataram, II-III Lombok Barat," II-III Lombok Tengah #BMKG https://t.co/l2IbkYWQj0"";0;0;4;36;in;108543358;1739424145878954149;infoBMKG;https://twitter.com/infoBMKG/status/1739424145878954149",,,,
"Mon Dec 25 23:13:17 +0000 2023;1739424099880034536;""#Gempa Dirasakan Magnitudo: 3.5", Kedalaman: 19 km, 26 Des 2023 05:47:56 WIB," Koordinat: 8.49 LS-115.83 BT (Pusat gempa berada di laut 37 km Tenggara Karangasem) #BMKG https://t.co/OiHiTwvX8x"";0;0;2;9;in;108543358;1739424099880034536;infoBMKG;https://twitter.com/infoBMKG/status/1739424099880034536",,,,,,,
"Mon Dec 25 00:09:09 +0000 2023;1739075771573187071;""#Gempa Mag:3.3", 25-Dec-2023 07:05:50WIB, Lok:9.16LS, 111.45BT (115 km Tenggara PACITAN-JATIM), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/IhMYw091kA"";0;0;11;43;in;108543358;1739075771573187071;infoBMKG;https://twitter.com/infoBMKG/status/1739075771573187071",,,,,
"Sun Dec 24 23:03:10 +0000 2023;1739059169372893638;""#Gempa Mag:3.4", 25-Dec-2023 05:58:02WIB, Lok:0.92LU, 121.31BT (7 km BaratDaya BUOL-SULTENG), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/0Wcfsd7FBa"";0;0;2;16;in;108543358;1739059169372893638;infoBMKG;https://twitter.com/infoBMKG/status/1739059169372893638",,,,,
"Sun Dec 24 20:36:09 +0000 2023;1739022171278868864;""#Gempa Mag:4.8", 25-Dec-2023 03:31:54WIB, Lok:5.09LU, 126.18BT (133 km BaratLaut MELONGUANE-SULUT), Kedlmn:84 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/qLv0S5APPp"";0;0;3;12;in;108543358;1739022171278868864;infoBMKG;https://twitter.com/infoBMKG/status/1739022171278868864",,,,,
"Sun Dec 24 20:15:10 +0000 2023;1739016891606388993;""#Gempa Mag:3.6", 25-Dec-2023 03:12:43WIB, Lok:2.68LS, 129.50BT (91 km TimurLaut MALUKUTENGAH), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/XWuMP1YTpW"";1;0;1;14;in;108543358;1739016891606388993;infoBMKG;https://twitter.com/infoBMKG/status/1739016891606388993",,,,,
"Sun Dec 24 17:46:10 +0000 2023;1738979391173197883;""#Gempa Mag:2.9", 25-Dec-2023 00:42:27WIB, Lok:3.82LS, 122.75BT (38 km BaratLaut KONAWE-KEP-SULTRA), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/QGnM84pW3v"";1;1;2;9;in;108543358;1738979391173197883;infoBMKG;https://twitter.com/infoBMKG/status/1738979391173197883",,,,,
"Sun Dec 24 16:59:09 +0000 2023;1738967559897268304;""#Gempa Mag:2.9", 24-Dec-2023 23:54:38WIB, Lok:8.01LS, 117.34BT (54 km BaratLaut SUMBAWA-NTB), Kedlmn:12 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/iNHYOa1hmf"";0;0;1;16;in;108543358;1738967559897268304;infoBMKG;https://twitter.com/infoBMKG/status/1738967559897268304",,,,,
