created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url,,,,,,,,,,
"Sat Dec 30 17:34:56 +0000 2023;1741150892400017825;""#Gempa (UPDATE) Mag:6.5", 31-Des-23 00:16:26 WIB, Lok:2.89 LS, 139.44 BT (Pusat gempa berada di darat 95 km TimurLaut Kobagma), Kedlmn:30 Km Dirasakan (MMI) III - IV Kab. Jayapura, III Kota Jayapura," II - III Sarmi #BMKG https://t.co/CQjkb0njfq"";3;0;9;26;in;108543358;1741150892400017825;infoBMKG;https://twitter.com/infoBMKG/status/1741150892400017825",,,,
"Sat Dec 30 17:34:41 +0000 2023;1741150829271560253;""#Gempa Dirasakan Magnitudo: 6.5", Kedalaman: 30 km, 31 Des 2023 00:16:26 WIB," Koordinat: 2.89 LS-139.44 BT (Pusat gempa berada di darat 95 km TimurLaut Kobagma) #BMKG https://t.co/OiHiTwvX8x"";0;0;2;7;in;108543358;1741150829271560253;infoBMKG;https://twitter.com/infoBMKG/status/1741150829271560253",,,,,,,
"Sat Dec 30 17:19:43 +0000 2023;1741147062828491107;""#Gempa Mag:6.5", 31-Des-23 00:16:26 WIB, Lok:2.89 LS,139.44 BT (95 km TimurLaut KOBAGMA-PAPUAPGNGN), Kedlmn:30 Km," tdk berpotensi tsunami #BMKG https://t.co/7YGMAt4qLn"";7;8;34;117;in;108543358;1741147062828491107;infoBMKG;https://twitter.com/infoBMKG/status/1741147062828491107",,,,,
"Sat Dec 30 17:19:40 +0000 2023;1741147051109589344;""#Gempa Magnitudo: 6.5", Kedalaman: 30 km, 31 Des 2023 00:16:26 WIB, Koordinat: 2.89 LS-139.44 BT (95 km TimurLaut KOBAGMA-PAPUAPGNGN)," Tidak berpotensi tsunami #BMKG https://t.co/OiHiTwvX8x"";0;1;3;10;in;108543358;1741147051109589344;infoBMKG;https://twitter.com/infoBMKG/status/1741147051109589344",,,,,,
"Sat Dec 30 17:19:08 +0000 2023;1741146917831409961;""#Gempa Mag:6.4", 31-Dec-2023 00:16:26WIB, Lok:2.90LS, 139.43BT (48 km BaratLaut KAB-JAYAPURA-PAPUA), Kedlmn:29 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/RycjWZ7u2v"";27;15;66;205;in;108543358;1741146917831409961;infoBMKG;https://twitter.com/infoBMKG/status/1741146917831409961",,,,,
"Sat Dec 30 16:53:10 +0000 2023;1741140381449007397;""#Gempa Mag:2.8", 30-Dec-2023 23:46:03WIB, Lok:8.51LS, 122.78BT (30 km BaratDaya LARANTUKA-NTT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/Uf9y9aQKPg"";0;0;1;8;in;108543358;1741140381449007397;infoBMKG;https://twitter.com/infoBMKG/status/1741140381449007397",,,,,
"Sat Dec 30 15:32:10 +0000 2023;1741119998431785392;""#Gempa Mag:2.8", 30-Dec-2023 22:28:09WIB, Lok:0.29LS, 123.05BT (92 km BaratDaya BONEBOLANGO-GORONTALO), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/hWAc4HVoON"";0;0;1;9;in;108543358;1741119998431785392;infoBMKG;https://twitter.com/infoBMKG/status/1741119998431785392",,,,,
"Sat Dec 30 14:44:10 +0000 2023;1741107918479753676;""#Gempa Mag:3.1", 30-Dec-2023 21:39:02WIB, Lok:3.54LS, 128.96BT (26 km Tenggara MALUKUTENGAH), Kedlmn:12 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/QF1pQw9Ard"";0;0;2;10;in;108543358;1741107918479753676;infoBMKG;https://twitter.com/infoBMKG/status/1741107918479753676",,,,,
"Sat Dec 30 13:06:10 +0000 2023;1741083254286119389;""#Gempa Mag:4.1", 30-Dec-2023 19:59:34WIB, Lok:11.27LS, 121.41BT (92 km BaratDaya SABURAIJUA-NTT), Kedlmn:10 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/VgY4C8jYVE"";1;0;7;29;in;108543358;1741083254286119389;infoBMKG;https://twitter.com/infoBMKG/status/1741083254286119389",,,,,
"Sat Dec 30 10:41:09 +0000 2023;1741046759114289420;""#Gempa Mag:3.8", 30-Dec-2023 17:38:09WIB, Lok:8.45LS, 111.45BT (48 km Tenggara PACITAN-JATIM), Kedlmn:139 Km #BMKG  Disclaimer:Informasi ini mengutamakan kecepatan," sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/sIEOn1u2WO"";0;1;27;73;in;108543358;1741046759114289420;infoBMKG;https://twitter.com/infoBMKG/status/1741046759114289420",,,,,
