mag,depth,rad,prov,lat,lon,prov_enco,kmeans,kmedoids
2.8,10.0,28.0,SULTENG,0.77,120.52,11,2.0,0.0
2.6,11.0,27.0,NTB,-8.42,116.61,8,2.0,0.0
3.0,10.0,39.0,PAPUA,-2.89,139.51,10,2.0,0.0
2.9,26.0,27.0,ACEHSINGKIL,2.1,97.84,35,2.0,0.0
3.2,10.0,122.0,MALUKUTENGAH,-4.37,128.7,3,0.0,2.0
2.7,35.0,18.0,NTT,-9.6,120.01,7,2.0,0.0
4.3,26.0,61.0,SULUT,4.43,127.03,15,2.0,2.0
4.4,10.0,4.0,JABAR,-6.82,107.93,4,2.0,0.0
2.8,23.0,50.0,MALUKU,-2.99,127.75,6,2.0,0.0
2.6,10.0,89.0,NTT,-9.22,122.75,7,0.0,2.0
5.5,46.0,74.0,SULUT,-0.2,123.65,15,0.0,2.0
3.7,97.0,177.0,MALUKU,-4.57,131.12,6,0.0,2.0
4.8,23.0,76.0,NTB,-7.96,117.86,8,0.0,2.0
2.8,10.0,51.0,SULTENG,-1.11,120.39,11,2.0,0.0
3.1,10.0,12.0,NTB,-8.31,116.96,8,2.0,0.0
3.5,10.0,6.0,PAPUA,-3.0,139.91,10,2.0,0.0
3.2,10.0,22.0,ACEHTENGAH,4.63,96.64,9,2.0,0.0
3.4,32.0,73.0,MALUT,1.52,126.95,5,0.0,2.0
2.7,123.0,20.0,ACEHTENGAH,4.6,96.66,9,1.0,1.0
2.5,102.0,11.0,LAMPUNG,-5.42,104.77,16,1.0,1.0
2.8,32.0,53.0,MALUKUTENGAH,-3.69,128.67,3,2.0,0.0
2.8,10.0,15.0,SULTENG,-1.51,119.81,11,2.0,0.0
2.3,10.0,32.0,SULTENG,-0.71,119.89,11,2.0,0.0
4.1,10.0,7.0,PAPUA,-2.99,139.92,10,2.0,0.0
3.8,168.0,21.0,JABAR,-7.01,107.19,4,1.0,1.0
3.4,10.0,2.0,PAPUA,-2.97,139.87,10,2.0,0.0
2.8,254.0,22.0,SULUT,0.68,124.02,15,1.0,1.0
3.1,10.0,29.0,SULTENG,-1.3,120.51,11,2.0,0.0
4.0,16.0,90.0,ACEHBESAR,5.18,94.8,32,0.0,2.0
3.9,10.0,92.0,SULTENG,-1.94,122.49,11,0.0,2.0
3.8,226.0,23.0,SULUT,1.52,124.76,15,1.0,1.0
3.3,23.0,74.0,NTB,-8.01,118.05,8,0.0,2.0
4.1,10.0,265.0,JATENG,-10.1,109.3,33,3.0,3.0
4.4,10.0,15.0,NTT,-9.66,124.96,7,2.0,0.0
3.3,12.0,80.0,MALUKUTENGAH,-2.58,128.91,3,0.0,2.0
4.7,37.0,68.0,SUMUT,1.1,98.69,2,0.0,2.0
3.6,10.0,106.0,DIY,-8.67,109.73,28,0.0,2.0
2.7,10.0,39.0,SULTENG,0.9,120.4,11,2.0,0.0
3.6,10.0,108.0,PAPUABRT,-4.22,133.65,1,0.0,2.0
2.4,124.0,18.0,JAMBI,-1.71,101.42,19,1.0,1.0
2.9,25.0,100.0,JABAR,-7.82,106.98,4,0.0,2.0
4.0,10.0,134.0,JABAR,-8.71,107.83,4,0.0,2.0
3.1,11.0,60.0,BANTEN,-7.47,106.18,21,0.0,2.0
2.7,10.0,74.0,GORONTALO,-0.16,121.7,12,0.0,2.0
2.8,137.0,26.0,NTB,-8.5,117.66,8,1.0,1.0
3.0,94.0,93.0,PAPUA,-1.6,135.34,10,1.0,1.0
3.4,10.0,21.0,NTT,-9.67,125.04,7,2.0,0.0
4.1,10.0,21.0,NTT,-9.66,125.05,7,2.0,0.0
5.1,10.0,25.0,NTT,-9.71,125.05,7,2.0,0.0
4.3,10.0,43.0,NTT,-8.86,123.43,7,2.0,0.0
3.9,10.0,129.0,SULUT,2.93,127.13,15,0.0,2.0
3.6,10.0,44.0,MALUKU,-2.96,130.12,6,2.0,0.0
4.3,10.0,80.0,BANTEN,-7.57,105.91,21,0.0,2.0
3.8,201.0,249.0,MALUKUTENGGARABRT,-5.96,130.3,25,3.0,1.0
4.4,20.0,144.0,SULUT,0.5,126.02,15,0.0,2.0
2.9,64.0,17.0,JABAR,-6.64,107.58,4,1.0,1.0
3.0,162.0,31.0,NTB,-8.39,117.69,8,1.0,1.0
3.0,10.0,61.0,SULTENG,-0.67,121.88,11,0.0,2.0
3.2,29.0,82.0,DIY,-8.73,110.54,28,0.0,2.0
2.7,12.0,15.0,DIY,-8.0,110.45,28,2.0,0.0
3.0,10.0,29.0,SULTENG,-1.64,120.66,11,2.0,0.0
2.5,10.0,43.0,SULTENG,-1.26,121.18,11,2.0,0.0
3.2,38.0,56.0,JATENG,-8.23,109.07,33,2.0,2.0
3.8,10.0,67.0,BANTEN,-7.47,105.98,21,0.0,2.0
4.7,10.0,187.0,SULUT,5.38,127.64,15,3.0,3.0
2.9,17.0,29.0,ACEH,2.24,96.24,23,2.0,0.0
2.7,10.0,120.0,SUMBAR,-0.62,98.99,20,0.0,2.0
2.6,104.0,27.0,SULTENG,0.38,120.94,11,1.0,1.0
2.4,102.0,25.0,SULTENG,0.36,120.87,11,1.0,1.0
3.6,10.0,44.0,ACEH,4.62,96.42,23,2.0,0.0
3.2,10.0,78.0,BANTEN,-7.59,105.99,21,0.0,2.0
4.2,10.0,85.0,BANTEN,-7.64,105.95,21,0.0,2.0
5.1,14.0,75.0,BANTEN,-7.56,106.0,21,0.0,2.0
3.7,10.0,34.0,NTT,-8.44,120.72,7,2.0,0.0
3.4,13.0,74.0,BANTEN,-7.53,105.96,21,0.0,2.0
3.1,10.0,74.0,BANTEN,-7.55,106.0,21,0.0,2.0
2.7,10.0,56.0,BANTEN,-7.41,106.08,21,0.0,2.0
5.8,10.0,79.0,BANTEN,-7.57,105.94,21,0.0,2.0
3.0,10.0,54.0,SULSEL,-2.42,120.71,17,2.0,0.0
3.6,96.0,53.0,NTT,-8.27,121.57,7,1.0,1.0
3.8,116.0,62.0,MALUT,1.78,127.22,5,1.0,1.0
4.2,24.0,69.0,PAPUA,-4.43,137.04,10,0.0,2.0
3.5,10.0,19.0,PAPUABRT,-1.73,133.32,1,2.0,0.0
3.8,25.0,57.0,ACEHJAYA,4.64,95.06,36,0.0,2.0
4.3,31.0,29.0,BENGKULU,-5.61,102.3,13,2.0,0.0
2.7,174.0,62.0,NTT,-8.16,123.95,7,1.0,1.0
5.2,11.0,356.0,PAPUA,-6.44,143.48,10,3.0,3.0
2.8,10.0,76.0,SUMUT,0.59,98.5,2,0.0,2.0
2.6,10.0,36.0,ACEH,4.99,95.95,23,2.0,0.0
3.7,369.0,117.0,NTT,-7.54,120.35,7,1.0,1.0
3.2,10.0,110.0,JATIM,-9.08,111.91,29,0.0,2.0
3.8,81.0,53.0,NTB,-8.82,119.07,8,1.0,1.0
2.9,10.0,8.0,SULBAR,-2.98,119.35,30,2.0,0.0
3.0,149.0,15.0,SUMBAR,0.17,100.3,20,1.0,1.0
4.5,321.0,240.0,MALUKU,-5.7,128.85,6,1.0,1.0
2.0,10.0,10.0,NTT,-9.48,124.51,7,2.0,0.0
4.6,288.0,97.0,MALUKUBRTDAYA,-7.46,127.25,14,1.0,1.0
3.6,156.0,56.0,JAMBI,-2.59,102.28,19,1.0,1.0
3.7,10.0,9.0,NTT,-9.52,124.55,7,2.0,0.0
4.2,10.0,141.0,ACEH,2.27,95.11,23,3.0,3.0
4.7,153.0,88.0,SULUT,4.7,126.29,15,1.0,1.0
4.3,300.0,59.0,NTB,-7.96,117.33,8,1.0,1.0
5.3,10.0,212.0,SULUT,4.04,128.59,15,3.0,3.0
4.4,10.0,134.0,MALUT,1.58,126.37,5,0.0,2.0
2.8,11.0,26.0,MALUKUTENGAH,-3.07,128.9,3,2.0,0.0
3.6,28.0,90.0,NTB,-9.47,115.92,8,0.0,2.0
4.0,10.0,136.0,SULUT,1.63,126.34,15,0.0,2.0
4.6,164.0,225.0,MALUKUTENGGARABRT,-6.34,130.1,25,3.0,3.0
3.3,10.0,10.0,SULBAR,-3.0,119.35,30,2.0,0.0
4.8,11.0,108.0,ACEH,2.6,95.4,23,0.0,2.0
4.1,252.0,57.0,GORONTALO,-0.06,121.94,12,1.0,1.0
2.8,11.0,21.0,SULSEL,-2.46,121.02,17,2.0,0.0
2.2,10.0,42.0,SULTRA,-4.4,123.11,37,2.0,0.0
3.8,13.0,156.0,SUMBAR,-0.61,98.62,20,3.0,3.0
5.7,25.0,150.0,SUMUT,-0.63,98.43,2,3.0,3.0
2.4,23.0,55.0,NTB,-9.09,117.22,8,2.0,0.0
3.1,10.0,10.0,SUMUT,0.97,99.67,2,2.0,0.0
3.1,10.0,86.0,SULUT,0.86,125.64,15,0.0,2.0
3.6,10.0,37.0,SULUT,4.25,126.9,15,2.0,0.0
2.5,10.0,23.0,BALI,-8.16,114.88,22,2.0,0.0
3.2,10.0,62.0,NTT,-10.31,124.6,7,0.0,2.0
4.1,10.0,65.0,SULTENG,1.2,120.27,11,0.0,2.0
2.9,74.0,27.0,NTT,-8.53,120.23,7,1.0,1.0
3.4,35.0,72.0,MALUT,1.83,127.14,5,0.0,2.0
2.7,17.0,54.0,SULBAR,-3.82,119.02,30,2.0,0.0
4.1,213.0,274.0,MALUKUTENGAH,-5.6,129.85,3,3.0,3.0
3.4,10.0,112.0,SULTENG,1.07,119.76,11,0.0,2.0
4.9,10.0,515.0,SULUT,8.61,126.2,15,3.0,3.0
3.1,184.0,14.0,SULUT,0.25,123.96,15,1.0,1.0
3.2,31.0,32.0,NTT,-9.82,124.71,7,2.0,0.0
3.0,28.0,93.0,JABAR,-8.12,107.74,4,0.0,2.0
5.2,640.0,43.0,JATIM,-6.54,113.97,29,1.0,1.0
3.3,10.0,13.0,BALI,-8.24,114.54,22,2.0,0.0
3.1,240.0,21.0,GORONTALO,0.46,122.14,12,1.0,1.0
3.1,10.0,49.0,SULTENG,1.04,121.79,11,2.0,0.0
2.9,10.0,43.0,SULTENG,-1.33,120.37,11,2.0,0.0
5.3,28.0,657.0,PAPUA,-0.87,146.14,10,3.0,3.0
2.4,10.0,9.0,SULSEL,-2.59,121.26,17,2.0,0.0
3.4,10.0,33.0,ACEH,4.52,96.41,23,2.0,0.0
3.1,16.0,31.0,NTB,-8.32,116.44,8,2.0,0.0
2.7,61.0,43.0,BENGKULU,-2.95,101.85,13,1.0,1.0
3.5,28.0,32.0,PAPUA,-2.52,139.49,10,2.0,0.0
4.6,123.0,581.0,SULUT,9.16,125.82,15,3.0,3.0
4.6,168.0,100.0,MALUKUBRTDAYA,-7.65,128.54,14,1.0,1.0
3.2,10.0,4.0,SULTENG,-1.08,121.5,11,2.0,0.0
3.9,170.0,21.0,SUMUT,1.4,99.46,2,1.0,1.0
3.1,10.0,130.0,DIY,-9.15,110.41,28,0.0,2.0
3.6,10.0,97.0,DIY,-8.86,110.48,28,0.0,2.0
3.5,107.0,38.0,JATIM,-8.48,112.24,29,1.0,1.0
3.4,10.0,81.0,DIY,-8.72,110.53,28,0.0,2.0
3.4,10.0,81.0,DIY,-8.72,110.51,28,0.0,2.0
4.5,10.0,123.0,DIY,-9.09,110.42,28,0.0,2.0
3.0,18.0,14.0,NTT,-10.12,120.63,7,2.0,0.0
4.3,10.0,6.0,BALI,-8.33,114.54,22,2.0,0.0
4.3,129.0,25.0,NTT,-8.53,122.89,7,1.0,1.0
2.1,10.0,15.0,SULBAR,-2.94,119.46,30,2.0,0.0
3.1,11.0,46.0,MALUT,-2.04,125.55,5,2.0,0.0
4.0,27.0,46.0,BENGKULU,-4.48,102.45,13,2.0,0.0
3.0,26.0,85.0,JATENG,-8.41,109.36,33,0.0,2.0
4.5,132.0,60.0,SULUT,3.09,125.78,15,1.0,1.0
2.3,19.0,21.0,JABAR,-6.99,106.74,4,2.0,0.0
2.0,24.0,61.0,JABAR,-7.47,106.82,4,0.0,2.0
2.3,19.0,21.0,JABAR,-6.99,106.74,4,2.0,0.0
3.8,10.0,134.0,SULUT,0.18,125.68,15,0.0,2.0
3.5,10.0,139.0,JABAR,-8.95,108.61,4,0.0,2.0
2.8,10.0,33.0,ACEHSELATAN,2.99,97.28,38,2.0,0.0
4.0,25.0,178.0,MALUKUBRTDAYA,-7.71,129.34,14,0.0,2.0
3.4,23.0,112.0,MALUT,0.68,129.34,5,0.0,2.0
4.8,23.0,402.0,SULUT,7.58,126.13,15,3.0,3.0
3.6,126.0,75.0,GORONTALO,-0.14,123.19,12,1.0,1.0
4.9,112.0,55.0,JATIM,-8.63,112.23,29,1.0,1.0
4.8,87.0,46.0,JATIM,-8.55,112.21,29,1.0,1.0
3.2,118.0,29.0,GORONTALO,0.77,122.24,12,1.0,1.0
3.9,166.0,60.0,GORONTALO,0.0,123.08,12,1.0,1.0
4.0,17.0,78.0,MALUT,2.73,128.46,5,0.0,2.0
2.4,10.0,38.0,SULSEL,-2.08,120.26,17,2.0,0.0
3.4,36.0,97.0,MALUKU,-2.4,128.77,6,0.0,2.0
3.5,157.0,62.0,GORONTALO,0.02,123.35,12,1.0,1.0
4.1,10.0,304.0,JABAR,-9.9,106.85,4,3.0,3.0
3.7,10.0,242.0,JABAR,-9.27,106.98,4,3.0,3.0
4.4,10.0,55.0,SULTENG,1.22,121.79,11,2.0,0.0
2.8,19.0,36.0,SULTENG,-0.75,119.8,11,2.0,0.0
2.2,17.0,26.0,NTB,-8.31,118.54,8,2.0,0.0
3.3,10.0,43.0,MALUT,-0.3,127.32,5,2.0,0.0
4.5,142.0,66.0,MALUKUBRTDAYA,-7.72,128.2,14,1.0,1.0
3.4,10.0,138.0,JABAR,-8.31,107.3,4,0.0,2.0
3.7,57.0,33.0,GORONTALO,0.73,121.82,12,2.0,0.0
3.8,25.0,88.0,NTB,-9.51,117.1,8,0.0,2.0
2.6,62.0,83.0,JATENG,-8.43,108.75,33,0.0,2.0
4.6,131.0,80.0,GORONTALO,-0.13,123.41,12,1.0,1.0
4.8,101.0,477.0,SULUT,8.29,126.43,15,3.0,3.0
3.2,73.0,83.0,MALUT,1.5,126.86,5,0.0,2.0
3.8,10.0,37.0,MALUKU,-3.17,130.82,6,2.0,0.0
2.7,71.0,29.0,SUMUT,2.37,98.5,2,1.0,1.0
3.2,10.0,43.0,SULTENG,-0.74,121.69,11,2.0,0.0
2.6,10.0,29.0,SULTENG,-1.29,120.51,11,2.0,0.0
4.3,138.0,175.0,MALUKUBRTDAYA,-7.55,129.25,14,1.0,1.0
2.6,181.0,18.0,NTT,-8.54,121.4,7,1.0,1.0
2.6,33.0,86.0,NTB,-9.52,117.01,8,0.0,2.0
3.1,21.0,61.0,NTB,-7.9,118.68,8,0.0,2.0
3.2,13.0,64.0,NTB,-7.92,117.51,8,0.0,2.0
3.9,21.0,13.0,SULUT,3.99,126.56,15,2.0,0.0
4.8,10.0,19.0,KALSEL,-3.19,115.12,39,2.0,0.0
5.1,12.0,163.0,SULUT,5.07,125.32,15,0.0,2.0
1.4,109.0,52.0,JABAR,-7.49,107.51,4,1.0,1.0
5.7,179.0,215.0,MALUKUTENGGARABRT,-6.39,130.18,25,1.0,1.0
3.7,12.0,131.0,LAMPUNG,-6.62,104.36,16,0.0,2.0
3.0,10.0,91.0,SULTENG,-0.66,123.54,11,0.0,2.0
2.9,27.0,29.0,ACEHSINGKIL,2.08,97.85,35,2.0,0.0
2.8,85.0,67.0,NTT,-8.84,124.28,7,1.0,1.0
4.5,10.0,284.0,SULUT,6.37,125.72,15,3.0,3.0
2.9,18.0,111.0,SUMUT,0.26,96.75,2,0.0,2.0
4.3,71.0,257.0,MALUKUTENGGARABRT,-6.51,129.51,25,3.0,3.0
2.8,10.0,13.0,SULTENG,-1.27,120.74,11,2.0,0.0
3.7,10.0,86.0,MALUT,0.76,129.07,5,0.0,2.0
3.0,12.0,117.0,JABAR,-8.12,107.35,4,0.0,2.0
3.6,24.0,80.0,JABAR,-7.64,106.88,4,0.0,2.0
2.7,13.0,43.0,SULSEL,-2.67,120.4,17,2.0,0.0
2.4,10.0,25.0,NTT,-9.79,124.65,7,2.0,0.0
2.3,12.0,17.0,PAPUABRT,-1.79,133.43,1,2.0,0.0
4.0,63.0,76.0,NTB,-7.82,118.44,8,0.0,2.0
2.4,10.0,22.0,SUMBAR,-0.12,100.3,20,2.0,0.0
3.2,113.0,11.0,GORONTALO,0.36,121.98,12,1.0,1.0
3.6,25.0,130.0,MALUT,1.43,126.35,5,0.0,2.0
4.7,118.0,206.0,SULUT,5.85,126.47,15,3.0,3.0
4.2,10.0,93.0,PAPUA,-2.18,140.1,10,0.0,2.0
5.3,41.0,409.0,SULUT,7.54,125.64,15,3.0,3.0
2.4,10.0,15.0,NTB,-8.85,116.96,8,2.0,0.0
3.2,57.0,109.0,JATIM,-9.12,112.54,29,0.0,2.0
3.2,27.0,144.0,SULUT,1.82,126.37,15,0.0,2.0
3.0,40.0,121.0,BALI,-9.28,114.03,22,0.0,2.0
2.9,24.0,26.0,NTT,-8.08,122.9,7,2.0,0.0
2.5,10.0,70.0,NTT,-9.92,121.81,7,0.0,2.0
3.5,10.0,35.0,MALUKU,-3.17,130.8,6,2.0,0.0
3.5,13.0,107.0,MALUT,0.91,126.41,5,0.0,2.0
3.5,10.0,93.0,SULUT,-0.05,124.85,15,0.0,2.0
4.7,10.0,579.0,SULUT,9.21,126.43,15,3.0,3.0
3.7,11.0,38.0,MALUKU,-3.21,130.82,6,2.0,0.0
3.9,10.0,34.0,MALUKU,-3.16,130.79,6,2.0,0.0
4.7,10.0,279.0,SULUT,6.4,125.92,15,3.0,3.0
5.3,18.0,39.0,MALUKU,-3.23,130.82,6,2.0,0.0
4.5,17.0,89.0,JABAR,-7.73,106.86,4,0.0,2.0
3.1,232.0,60.0,GORONTALO,-0.02,122.21,12,1.0,1.0
3.5,110.0,31.0,NTB,-8.7,118.91,8,1.0,1.0
3.5,47.0,20.0,GORONTALO,0.6,122.52,12,2.0,0.0
3.4,34.0,20.0,ACEHBARAT,4.07,95.96,40,2.0,0.0
4.2,170.0,32.0,SUMUT,2.61,99.02,2,1.0,1.0
4.1,153.0,53.0,SULUT,0.18,123.55,15,1.0,1.0
2.9,72.0,15.0,SULUT,0.24,123.99,15,1.0,1.0
4.3,117.0,127.0,MALUKUTENGGARA,-5.27,131.66,41,1.0,1.0
1.9,48.0,30.0,PAPUA,-3.45,135.48,10,2.0,0.0
3.1,14.0,68.0,NTB,-7.89,117.55,8,0.0,2.0
3.5,10.0,181.0,BANTEN,-8.47,105.72,21,3.0,3.0
5.3,10.0,520.0,SULUT,8.66,127.11,15,3.0,3.0
5.2,10.0,571.0,SULUT,9.13,127.06,15,3.0,3.0
3.0,10.0,16.0,SULSEL,-2.44,121.19,17,2.0,0.0
3.3,13.0,34.0,SULBAR,-3.41,118.84,30,2.0,0.0
3.9,64.0,150.0,MALUKU,-4.3,131.13,6,0.0,2.0
4.2,10.0,96.0,SULUT,-0.44,124.28,15,0.0,2.0
4.8,13.0,416.0,SULUT,7.73,127.02,15,3.0,3.0
2.7,10.0,79.0,JABAR,-7.67,106.76,4,0.0,2.0
2.6,10.0,42.0,NTT,-8.39,121.56,7,2.0,0.0
3.4,106.0,68.0,MALUT,1.66,127.06,5,1.0,1.0
3.3,86.0,85.0,SULUT,0.0,124.72,15,1.0,1.0
2.0,57.0,28.0,ACEH,2.87,97.88,23,1.0,1.0
2.9,21.0,7.0,NTT,-9.6,119.53,7,2.0,0.0
2.8,22.0,72.0,SUMUT,0.73,98.45,2,0.0,2.0
2.6,28.0,67.0,BANTEN,-7.54,106.22,21,0.0,2.0
3.6,179.0,110.0,NTB,-9.4,117.97,8,1.0,1.0
3.2,180.0,161.0,SULUT,5.06,125.43,15,1.0,1.0
5.2,54.0,516.0,SULUT,8.64,126.41,15,3.0,3.0
3.1,10.0,118.0,PAPUA,-2.28,140.76,10,0.0,2.0
2.7,94.0,32.0,NTT,-8.41,122.41,7,1.0,1.0
2.8,25.0,56.0,NTB,-7.94,118.69,8,2.0,0.0
3.8,18.0,25.0,SULUT,3.81,126.8,15,2.0,0.0
2.8,110.0,7.0,NTB,-8.53,118.4,8,1.0,1.0
5.2,15.0,1320.0,SUMBAR,-10.44,91.18,20,3.0,3.0
3.6,10.0,50.0,SULUT,1.33,123.97,15,2.0,0.0
2.9,10.0,7.0,JABAR,-6.78,107.09,4,2.0,0.0
5.7,18.0,89.0,SUMBAR,-2.14,100.39,20,0.0,2.0
3.8,10.0,45.0,NTT,-8.31,121.49,7,2.0,0.0
4.5,74.0,723.0,ACEH,12.12,93.41,23,3.0,3.0
2.3,10.0,18.0,JATIM,-8.06,113.08,29,2.0,0.0
2.9,10.0,55.0,SULTENG,-0.79,121.93,11,2.0,0.0
3.2,20.0,33.0,SUMBAR,-2.23,99.35,20,2.0,0.0
3.2,10.0,108.0,JABAR,-7.91,106.86,4,0.0,2.0
3.4,10.0,179.0,BALI,-9.82,113.93,22,3.0,3.0
2.6,21.0,112.0,JABAR,-7.96,106.82,4,0.0,2.0
2.3,10.0,28.0,JABAR,-7.25,107.64,4,2.0,0.0
3.9,60.0,75.0,NTT,-8.98,124.11,7,0.0,2.0
1.9,24.0,36.0,NTT,-9.88,120.5,7,2.0,0.0
4.7,106.0,14.0,SUMUT,1.91,98.89,2,1.0,1.0
4.3,584.0,173.0,NTT,-6.89,125.23,7,1.0,1.0
2.9,10.0,85.0,PAPUA,-2.26,140.1,10,0.0,2.0
4.3,584.0,173.0,NTT,-6.89,125.23,7,1.0,1.0
2.9,10.0,85.0,PAPUA,-2.26,140.1,10,0.0,2.0
3.8,10.0,18.0,NTT,-8.99,124.86,7,2.0,0.0
3.6,10.0,168.0,JATIM,-9.62,112.88,29,3.0,3.0
2.9,10.0,58.0,MALUKUTENGAH,-2.77,128.96,3,2.0,0.0
3.7,17.0,19.0,SUMUT,1.34,97.21,2,2.0,0.0
4.8,163.0,41.0,MALUKUBRTDAYA,-7.81,127.65,14,1.0,1.0
3.9,10.0,61.0,PAPUABRT,-0.68,133.35,1,2.0,0.0
3.1,13.0,130.0,NTB,-9.6,117.79,8,0.0,2.0
3.8,20.0,98.0,SULUT,-0.37,124.46,15,0.0,2.0
3.6,23.0,80.0,NTB,-7.86,117.78,8,0.0,2.0
2.9,153.0,37.0,NTT,-8.34,119.59,7,1.0,1.0
4.8,10.0,97.0,SULUT,-0.44,124.3,15,0.0,2.0
2.2,26.0,26.0,JATENG,-7.16,109.79,33,2.0,0.0
3.3,17.0,20.0,PAPUA,-2.57,139.36,10,2.0,0.0
4.5,10.0,287.0,SULUT,6.43,125.8,15,3.0,3.0
4.6,10.0,139.0,ACEHJAYA,4.51,94.33,36,3.0,3.0
3.4,18.0,71.0,BANTEN,-7.54,106.05,21,0.0,2.0
3.1,10.0,77.0,BANTEN,-7.57,105.97,21,0.0,2.0
2.5,10.0,12.0,SUMBAR,-0.24,100.46,20,2.0,0.0
3.8,140.0,78.0,MALUKUBRTDAYA,-7.65,128.29,14,1.0,1.0
3.9,10.0,58.0,NTB,-8.08,117.75,8,2.0,2.0
3.6,10.0,127.0,MALUKU,-4.69,133.82,6,0.0,2.0
3.5,29.0,33.0,SULTENG,1.23,121.21,11,2.0,0.0
5.3,10.0,136.0,MALUT,2.48,127.02,5,0.0,2.0
3.3,10.0,61.0,BANTEN,-7.02,105.15,21,0.0,2.0
3.2,11.0,26.0,ACEHSELATAN,3.1,97.38,38,2.0,0.0
3.8,10.0,35.0,PAPUA,-4.04,139.12,10,2.0,0.0
3.3,10.0,94.0,JABAR,-7.77,106.93,4,0.0,2.0
3.9,10.0,55.0,PAPUABRT,-0.61,131.71,1,2.0,0.0
2.7,151.0,37.0,GORONTALO,0.2,122.41,12,1.0,1.0
3.7,16.0,117.0,LAMPUNG,-6.51,104.43,16,0.0,2.0
3.3,134.0,66.0,GORONTALO,-0.05,123.27,12,1.0,1.0
3.3,32.0,134.0,MALUT,1.66,126.41,5,0.0,2.0
4.1,181.0,7.0,MALUT,1.12,127.5,5,1.0,1.0
4.7,10.0,490.0,SULUT,8.4,126.3,15,3.0,3.0
3.6,10.0,77.0,MALUT,-1.72,128.39,5,0.0,2.0
2.7,10.0,40.0,ACEH,4.63,96.3,23,2.0,0.0
2.0,10.0,40.0,SULTENG,-1.18,120.18,11,2.0,0.0
2.6,11.0,8.0,NTT,-8.31,124.48,7,2.0,0.0
2.5,10.0,69.0,PAPUABRT,-1.95,133.95,1,0.0,2.0
3.1,10.0,66.0,NTB,-8.93,117.83,8,0.0,2.0
3.2,10.0,33.0,JABAR,-7.32,107.61,4,2.0,0.0
4.6,43.0,26.0,PAPUA,-2.14,138.28,10,2.0,0.0
2.8,23.0,6.0,MALUKUTENGAH,-3.33,128.91,3,2.0,0.0
3.1,39.0,1.0,NTT,-9.77,119.37,7,2.0,0.0
5.1,115.0,503.0,SULUT,8.5,127.23,15,3.0,3.0
3.1,39.0,81.0,NTT,-8.97,124.02,7,0.0,2.0
3.6,35.0,21.0,SULTENG,0.78,121.38,11,2.0,0.0
2.9,10.0,136.0,MALUT,0.62,126.15,5,0.0,2.0
3.1,10.0,15.0,SUMBAR,0.21,99.93,20,2.0,0.0
3.5,102.0,70.0,SULUT,-0.05,123.52,15,1.0,1.0
4.5,75.0,126.0,SULUT,5.08,126.33,15,0.0,2.0
3.7,220.0,78.0,MALUT,2.71,128.53,5,1.0,1.0
3.5,10.0,78.0,SULTENG,-1.88,122.62,11,0.0,2.0
3.6,12.0,93.0,NTT,-9.65,121.9,7,0.0,2.0
3.2,112.0,52.0,NTT,-8.92,119.19,7,1.0,1.0
2.8,10.0,20.0,SULSEL,-2.92,119.65,17,2.0,0.0
4.0,10.0,147.0,JATIM,-5.68,112.56,29,0.0,2.0
4.1,10.0,123.0,JATIM,-5.89,112.5,29,0.0,2.0
3.9,12.0,115.0,JATIM,-5.94,112.45,29,0.0,2.0
4.6,313.0,56.0,SULUT,1.34,123.56,15,1.0,1.0
4.1,446.0,152.0,SULUT,2.24,122.91,15,1.0,1.0
3.6,10.0,100.0,JATIM,-6.0,112.15,29,0.0,2.0
3.9,15.0,66.0,PAPUA,-2.36,137.03,10,2.0,2.0
3.3,10.0,114.0,NTT,-9.76,117.97,7,0.0,2.0
4.3,11.0,58.0,NTB,-8.42,119.27,8,2.0,2.0
3.9,186.0,16.0,GORONTALO,0.35,122.05,12,1.0,1.0
3.8,10.0,122.0,JATIM,-5.84,112.36,29,0.0,2.0
3.3,34.0,66.0,SULUT,0.85,125.36,15,0.0,2.0
2.6,10.0,98.0,SULTENG,-0.51,120.81,11,0.0,2.0
3.3,10.0,134.0,JATIM,-5.72,112.33,29,0.0,2.0
3.8,23.0,74.0,BANTEN,-6.41,104.96,21,0.0,2.0
4.5,10.0,142.0,MALUT,2.45,126.92,5,0.0,2.0
4.4,10.0,114.0,MALUT,-0.97,128.6,5,0.0,2.0
2.4,10.0,52.0,SULTENG,-1.85,120.88,11,2.0,0.0
2.7,82.0,39.0,GORONTALO,0.6,121.62,12,1.0,1.0
3.7,12.0,30.0,PAPUA,-2.23,139.07,10,2.0,0.0
3.0,10.0,90.0,NTT,-9.74,121.87,7,0.0,2.0
4.0,10.0,70.0,NTT,-9.41,123.63,7,0.0,2.0
4.3,10.0,164.0,ACEH,5.39,93.93,23,3.0,3.0
4.4,10.0,32.0,SULUT,3.91,126.96,15,2.0,0.0
3.0,21.0,79.0,JABAR,-7.7,106.56,4,0.0,2.0
3.0,156.0,35.0,GORONTALO,0.23,122.17,12,1.0,1.0
4.5,184.0,222.0,MALUKUBRTDAYA,-7.01,129.44,14,1.0,1.0
4.4,197.0,208.0,MALUKUTENGGARABRT,-6.89,129.77,25,1.0,1.0
1.9,20.0,25.0,PAPUABRT,-1.17,133.9,1,2.0,0.0
4.0,20.0,64.0,PAPUA,-2.04,136.67,10,2.0,0.0
