mag,depth,rad,prov,lat,lon,prov_enco,kmeans,kmedoids
3.3,19.0,45.0,JATENG,-6.5,111.69,33,2.0,0.0
3.4,27.0,62.0,BANTEN,-7.43,106.0,21,0.0,2.0
4.1,10.0,130.0,JATIM,-5.76,112.34,29,0.0,2.0
5.3,59.0,775.0,PAPUA,-6.65,147.29,10,3.0,3.0
3.2,165.0,33.0,NTT,-8.34,120.15,7,1.0,1.0
4.4,10.0,134.0,MALUT,2.09,126.63,5,0.0,2.0
2.9,10.0,17.0,JABAR,-6.71,106.69,4,2.0,0.0
3.1,11.0,76.0,NTT,-10.12,118.55,7,0.0,2.0
3.9,97.0,85.0,JATIM,-6.16,112.27,29,1.0,1.0
2.8,10.0,21.0,SULBAR,-2.09,119.68,30,2.0,0.0
3.8,10.0,144.0,JATIM,-5.7,112.54,29,0.0,2.0
4.6,128.0,39.0,SULUT,0.07,123.81,15,1.0,1.0
4.1,10.0,177.0,JATIM,-5.3,112.14,29,3.0,3.0
3.2,29.0,38.0,BANTEN,-7.26,106.14,21,2.0,0.0
3.1,547.0,128.0,SULSEL,-7.44,120.57,17,1.0,1.0
5.3,10.0,439.0,BENGKULU,-8.81,100.36,13,3.0,3.0
3.8,48.0,26.0,BENGKULUUTARA,-3.62,102.04,31,2.0,0.0
4.2,10.0,158.0,JATIM,-5.59,112.61,29,0.0,3.0
4.1,13.0,100.0,JATIM,-6.08,112.43,29,0.0,2.0
3.9,10.0,93.0,JATIM,-6.1,112.3,29,0.0,2.0
2.9,10.0,49.0,SULTENG,-1.79,120.55,11,2.0,0.0
3.9,10.0,136.0,SULUT,0.02,125.59,15,0.0,2.0
3.8,10.0,48.0,SULTENG,-1.59,120.36,11,2.0,0.0
4.5,10.0,177.0,JATIM,-5.37,112.51,29,3.0,3.0
3.7,10.0,131.0,JATIM,-5.79,112.45,29,0.0,2.0
3.2,10.0,95.0,NTT,-7.85,125.29,7,0.0,2.0
3.1,10.0,25.0,SULTENG,1.1,120.7,11,2.0,0.0
3.9,10.0,174.0,SULUT,5.47,126.12,15,0.0,3.0
3.4,10.0,27.0,PAPUABRT,-2.62,134.4,1,2.0,0.0
4.0,108.0,10.0,NTB,-8.6,118.4,8,1.0,1.0
3.5,10.0,129.0,JATIM,-5.8,112.43,29,0.0,2.0
3.6,10.0,136.0,JATIM,-5.74,112.46,29,0.0,2.0
4.4,10.0,129.0,SULUT,4.96,127.34,15,0.0,2.0
4.1,25.0,88.0,NTT,-9.11,122.84,7,0.0,2.0
5.8,27.0,31.0,BENGKULUSELATAN,-4.66,102.72,18,2.0,0.0
4.5,10.0,129.0,JATIM,-5.78,112.37,29,0.0,2.0
3.5,10.0,125.0,MALUT,0.49,126.27,5,0.0,2.0
4.0,10.0,144.0,JATIM,-5.66,112.45,29,0.0,2.0
3.6,10.0,127.0,JATIM,-5.79,112.35,29,0.0,2.0
4.2,10.0,69.0,BANTEN,-7.07,105.1,21,0.0,2.0
4.1,6.0,130.0,JATIM,-5.76,112.34,29,0.0,2.0
4.2,10.0,141.0,JATIM,-5.71,112.5,29,0.0,2.0
3.3,10.0,141.0,JATIM,-5.67,112.39,29,0.0,2.0
3.2,77.0,21.0,GORONTALO,0.34,122.32,12,1.0,1.0
4.9,20.0,85.0,BENGKULU,-4.64,101.96,13,0.0,2.0
3.5,10.0,107.0,MALUKUTENGAH,-2.57,129.59,3,0.0,2.0
3.6,78.0,88.0,GORONTALO,-0.26,123.11,12,0.0,2.0
4.5,13.0,133.0,JATIM,-5.78,112.47,29,0.0,2.0
4.4,10.0,139.0,JATIM,-5.69,112.39,29,0.0,2.0
4.3,541.0,318.0,SULUT,6.05,123.98,15,1.0,1.0
3.7,10.0,135.0,MALUT,2.31,126.83,5,0.0,2.0
4.1,10.0,167.0,JATIM,-5.54,112.69,29,3.0,3.0
2.7,298.0,71.0,PAPUABRT,-0.4,131.72,1,1.0,1.0
4.0,10.0,156.0,JATIM,-5.56,112.48,29,0.0,2.0
4.1,10.0,129.0,JATIM,-5.76,112.3,29,0.0,2.0
3.6,10.0,148.0,JATIM,-5.63,112.47,29,0.0,2.0
2.4,10.0,19.0,SUMBAR,0.23,99.96,20,2.0,0.0
3.5,81.0,111.0,JATIM,-5.94,112.33,29,0.0,2.0
3.7,10.0,137.0,JATIM,-5.72,112.42,29,0.0,2.0
3.3,10.0,142.0,JATIM,-5.65,112.34,29,0.0,2.0
2.6,65.0,28.0,SULTENG,0.51,121.05,11,2.0,1.0
3.3,10.0,116.0,JATIM,-5.89,112.33,29,0.0,2.0
3.7,10.0,132.0,JATIM,-5.73,112.29,29,0.0,2.0
2.4,10.0,18.0,SULSEL,-3.88,119.89,17,2.0,0.0
3.3,14.0,119.0,JATIM,-5.87,112.36,29,0.0,2.0
4.1,10.0,127.0,JATIM,-5.78,112.29,29,0.0,2.0
3.6,10.0,136.0,JATIM,-5.72,112.39,29,0.0,2.0
3.7,10.0,124.0,JATIM,-5.82,112.33,29,0.0,2.0
3.1,25.0,2.0,NTT,-9.69,119.86,7,2.0,0.0
3.3,10.0,135.0,JATIM,-5.73,112.38,29,0.0,2.0
4.5,10.0,143.0,JATIM,-5.64,112.34,29,0.0,2.0
6.1,10.0,132.0,JATIM,-5.74,112.32,29,0.0,2.0
3.4,10.0,18.0,BANTEN,-6.63,105.74,21,2.0,0.0
4.4,10.0,71.0,PAPUA,-4.26,137.06,10,0.0,2.0
2.6,10.0,20.0,SULSEL,-2.43,121.07,17,2.0,0.0
4.2,35.0,57.0,SULUT,3.61,126.34,15,2.0,0.0
3.3,221.0,52.0,MALUT,2.48,128.49,5,1.0,1.0
3.6,10.0,13.0,SUMBAR,0.22,100.08,20,2.0,0.0
4.1,17.0,84.0,ACEHJAYA,4.88,94.86,36,0.0,2.0
3.4,10.0,57.0,SULSEL,-2.14,120.9,17,2.0,2.0
5.4,10.0,83.0,PAPUA,-1.83,137.5,10,0.0,2.0
3.3,10.0,81.0,MALUT,0.44,126.71,5,0.0,2.0
2.8,29.0,77.0,SUMBAR,-2.05,100.57,20,0.0,2.0
2.0,53.0,21.0,GORONTALO,0.85,122.68,12,2.0,0.0
3.4,26.0,83.0,BENGKULU,-3.34,101.45,13,0.0,2.0
3.8,19.0,18.0,SUMUT,0.81,97.44,2,2.0,0.0
2.5,25.0,95.0,GORONTALO,-0.32,123.04,12,0.0,2.0
4.8,152.0,111.0,MALUKUBRTDAYA,-7.5,128.56,14,1.0,1.0
3.2,10.0,88.0,SULTENG,-0.78,123.63,11,0.0,2.0
4.6,170.0,166.0,MALUKUBRTDAYA,-7.3,129.02,14,1.0,1.0
5.3,21.0,83.0,SUMBAR,-2.09,100.44,20,0.0,2.0
3.0,10.0,27.0,SULTENG,-1.15,120.7,11,2.0,0.0
2.5,19.0,68.0,PAPUA,-2.39,140.02,10,2.0,2.0
3.1,112.0,40.0,SUMUT,0.51,99.61,2,1.0,1.0
2.5,10.0,24.0,SULSEL,-2.51,121.38,17,2.0,0.0
3.9,65.0,71.0,BALI,-8.99,114.58,22,0.0,2.0
3.4,20.0,84.0,BENGKULU,-5.78,102.89,13,0.0,2.0
2.7,22.0,71.0,JABAR,-8.01,107.93,4,0.0,2.0
3.7,10.0,85.0,PAPUA,-2.26,140.1,10,0.0,2.0
4.7,58.0,167.0,MALUKUTENGGARABRT,-6.68,130.53,25,0.0,2.0
3.6,25.0,43.0,NTT,-10.38,123.88,7,2.0,0.0
3.0,39.0,34.0,BENGKULUSELATAN,-4.64,102.67,18,2.0,0.0
4.8,153.0,45.0,MALUKUBRTDAYA,-7.75,127.86,14,1.0,1.0
4.9,14.0,110.0,MALUT,1.19,126.46,5,0.0,2.0
4.0,30.0,114.0,BENGKULU,-6.02,103.05,13,0.0,2.0
3.8,13.0,178.0,NTT,-11.37,118.99,7,3.0,3.0
3.6,12.0,38.0,NTT,-8.15,119.88,7,2.0,0.0
3.3,10.0,96.0,NTB,-9.57,116.26,8,0.0,2.0
3.5,163.0,30.0,NTT,-8.34,119.67,7,1.0,1.0
2.7,145.0,40.0,GORONTALO,0.12,122.09,12,1.0,1.0
2.9,148.0,58.0,GORONTALO,0.26,121.46,12,1.0,1.0
3.0,108.0,10.0,NTB,-8.61,118.41,8,1.0,1.0
1.9,10.0,56.0,NTB,-8.76,117.85,8,2.0,2.0
4.8,105.0,115.0,SULUT,4.84,127.29,15,1.0,1.0
4.8,25.0,102.0,SULUT,4.84,126.3,15,0.0,2.0
3.7,13.0,76.0,PAPUA,-1.94,139.64,10,0.0,2.0
4.5,10.0,147.0,JATIM,-9.46,113.22,29,0.0,2.0
4.2,26.0,24.0,NTT,-9.17,119.16,7,2.0,0.0
4.4,10.0,286.0,SULUT,6.45,125.89,15,3.0,3.0
3.8,10.0,67.0,SUMBAR,-0.62,99.51,20,0.0,2.0
2.8,10.0,13.0,SULSEL,-2.46,121.15,17,2.0,0.0
4.1,10.0,79.0,MALUKUTENGAH,-2.69,129.33,3,0.0,2.0
3.3,10.0,63.0,SULTENG,-0.85,122.05,11,0.0,2.0
3.5,10.0,63.0,SULTENG,-0.88,122.06,11,0.0,2.0
3.1,19.0,116.0,JABAR,-7.96,107.01,4,0.0,2.0
2.5,11.0,22.0,ACEH,5.19,96.25,23,2.0,0.0
2.7,10.0,3.0,SULSEL,-2.61,121.16,17,2.0,0.0
3.6,10.0,15.0,SULTENG,-1.65,121.22,11,2.0,0.0
4.6,15.0,91.0,SULUT,0.15,125.17,15,0.0,2.0
4.0,16.0,162.0,SUMUT,-0.68,98.57,2,3.0,3.0
3.6,10.0,81.0,MALUKU,-3.76,130.17,6,0.0,2.0
3.6,35.0,65.0,SULUT,0.85,125.35,15,0.0,2.0
3.1,10.0,9.0,JABAR,-6.64,107.81,4,2.0,0.0
4.2,154.0,37.0,SULUT,0.1,123.79,15,1.0,1.0
3.2,50.0,17.0,NTT,-9.53,120.18,7,2.0,0.0
2.7,109.0,7.0,NTB,-8.56,118.4,8,1.0,1.0
3.3,10.0,140.0,MALUT,0.23,126.22,5,0.0,2.0
2.6,21.0,20.0,NTT,-10.5,120.16,7,2.0,0.0
4.4,10.0,111.0,JATIM,-9.14,112.64,29,0.0,2.0
4.1,421.0,202.0,MALUKU,-4.49,125.75,6,1.0,1.0
4.6,10.0,53.0,MALUT,-1.09,127.31,5,2.0,0.0
2.9,157.0,64.0,NTB,-8.21,117.98,8,1.0,1.0
3.8,13.0,41.0,PAPUABRT,-0.78,133.5,1,2.0,0.0
3.9,14.0,58.0,NTT,-10.49,123.71,7,2.0,0.0
3.5,10.0,20.0,MALUKU,-3.14,130.67,6,2.0,0.0
5.4,10.0,112.0,MALUKU,-4.76,134.11,6,0.0,2.0
2.3,77.0,25.0,GORONTALO,0.23,121.91,12,1.0,1.0
2.3,10.0,38.0,SULTENG,-1.43,120.23,11,2.0,0.0
4.9,37.0,462.0,SULUT,8.12,127.24,15,3.0,3.0
2.4,10.0,22.0,JABAR,-7.21,107.61,4,2.0,0.0
2.0,53.0,46.0,NTT,-9.01,119.36,7,2.0,0.0
1.6,10.0,29.0,SULTRA,-4.55,122.54,37,2.0,0.0
2.5,13.0,63.0,NTT,-10.13,118.79,7,0.0,2.0
2.0,23.0,34.0,NTT,-8.19,119.85,7,2.0,0.0
3.7,12.0,58.0,PAPUA,-4.98,139.73,10,2.0,0.0
4.4,100.0,427.0,SULUT,7.84,126.46,15,3.0,3.0
1.8,10.0,20.0,NTT,-9.96,124.44,7,2.0,0.0
3.1,24.0,57.0,SULUT,-0.12,124.14,15,2.0,0.0
2.7,10.0,195.0,NTB,-10.42,117.42,8,3.0,3.0
3.6,23.0,53.0,BENGKULUSELATAN,-4.92,102.8,18,0.0,2.0
2.0,18.0,21.0,NTB,-8.48,117.23,8,2.0,0.0
4.4,10.0,96.0,SULUT,-0.41,124.35,15,0.0,2.0
2.7,74.0,30.0,JATIM,-8.36,111.76,29,1.0,1.0
3.4,159.0,30.0,NTT,-8.36,119.65,7,1.0,1.0
2.7,10.0,13.0,SULTENG,0.88,121.43,11,2.0,0.0
3.8,48.0,18.0,BENGKULUUTARA,-3.44,102.03,31,2.0,0.0
3.1,23.0,28.0,SULTENG,0.76,121.51,11,2.0,0.0
3.5,17.0,97.0,SULSEL,-6.91,121.12,17,0.0,2.0
2.6,40.0,36.0,GORONTALO,0.94,122.58,12,2.0,0.0
3.2,10.0,94.0,JATIM,-7.16,114.72,29,0.0,2.0
2.6,65.0,53.0,MALUT,1.06,126.98,5,2.0,0.0
2.7,177.0,71.0,NTT,-7.92,120.18,7,1.0,1.0
2.9,10.0,26.0,SULTENG,-2.85,121.72,11,2.0,0.0
3.5,180.0,274.0,MALUKUTENGGARABRT,-5.77,130.19,25,3.0,3.0
4.4,34.0,69.0,MALUT,1.89,127.26,5,0.0,2.0
4.0,10.0,129.0,SULUT,2.95,127.18,15,0.0,2.0
4.6,75.0,163.0,SULUT,5.47,126.59,15,0.0,2.0
4.5,122.0,85.0,MALUT,2.79,128.11,5,1.0,1.0
3.6,10.0,15.0,NTT,-9.76,119.6,7,2.0,0.0
3.6,10.0,62.0,SULTENG,-2.87,122.44,11,0.0,2.0
5.0,166.0,232.0,SULUT,5.86,125.73,15,3.0,3.0
3.1,10.0,15.0,SULTENG,-2.8,121.81,11,2.0,0.0
2.5,10.0,27.0,SULTENG,-2.88,121.73,11,2.0,0.0
3.4,10.0,145.0,DIY,-9.27,110.32,28,0.0,2.0
3.9,27.0,50.0,SULUT,3.6,126.89,15,2.0,0.0
4.0,10.0,290.0,DIY,-10.36,109.47,28,3.0,3.0
3.9,555.0,276.0,NTT,-6.31,126.06,7,1.0,1.0
3.6,10.0,100.0,PAPUABRT,-4.1,133.54,1,0.0,2.0
4.2,137.0,133.0,PAPUABRT,-4.49,133.85,1,1.0,1.0
4.7,10.0,75.0,SUMUT,0.54,98.49,2,0.0,2.0
3.3,195.0,116.0,MALUKUTENGAH,-4.33,129.14,3,1.0,1.0
2.6,142.0,10.0,NTB,-8.42,118.83,8,1.0,1.0
3.1,10.0,87.0,SULTENG,-1.91,122.53,11,0.0,2.0
3.1,10.0,15.0,SULBAR,-2.92,119.46,30,2.0,0.0
3.2,10.0,81.0,SUMUT,0.58,98.55,2,0.0,2.0
4.2,10.0,95.0,SULUT,0.11,125.18,15,0.0,2.0
4.0,10.0,37.0,ACEH,4.51,96.51,23,2.0,0.0
3.9,10.0,35.0,PAPUA,-4.78,139.68,10,2.0,0.0
5.6,78.0,512.0,SULUT,8.6,127.02,15,3.0,3.0
5.4,10.0,22.0,PAPUA,-4.7,139.54,10,2.0,0.0
4.6,457.0,119.0,GORONTALO,1.75,122.38,12,1.0,1.0
2.6,55.0,66.0,NTT,-9.04,122.63,7,0.0,2.0
4.6,12.0,141.0,SULUT,5.19,126.22,15,0.0,2.0
2.3,10.0,47.0,SULTENG,-1.66,120.42,11,2.0,0.0
2.7,10.0,48.0,SULSEL,-2.32,120.82,17,2.0,0.0
4.5,23.0,54.0,SUMUT,1.69,96.94,2,0.0,2.0
5.1,10.0,401.0,PAPUA,-3.95,144.32,10,3.0,3.0
4.0,10.0,264.0,NTB,-11.13,116.75,8,3.0,3.0
4.5,195.0,190.0,MALUKUTENGGARABRT,-7.04,129.87,25,1.0,1.0
4.4,10.0,117.0,MALUT,1.91,126.69,5,0.0,2.0
3.8,30.0,54.0,SUMUT,0.6,98.3,2,0.0,2.0
3.7,10.0,93.0,JABAR,-8.25,107.86,4,0.0,2.0
4.3,10.0,27.0,MALUKU,-3.43,126.92,6,2.0,0.0
3.8,27.0,55.0,BANTEN,-7.01,105.22,21,0.0,2.0
3.0,10.0,48.0,PAPUABRT,-2.46,134.13,1,2.0,0.0
2.9,10.0,27.0,SUMBAR,0.36,99.84,20,2.0,0.0
3.3,14.0,65.0,PAPUABRT,-1.44,134.27,1,2.0,2.0
3.4,10.0,66.0,PAPUABRT,-1.43,134.31,1,0.0,2.0
3.4,10.0,21.0,SULSEL,-2.49,121.0,17,2.0,0.0
2.9,10.0,59.0,SULSEL,-2.12,120.49,17,2.0,2.0
3.3,32.0,92.0,SUMBAR,-0.72,99.31,20,0.0,2.0
3.2,248.0,44.0,GORONTALO,0.2,122.57,12,1.0,1.0
4.3,34.0,71.0,SULUT,4.16,125.82,15,0.0,2.0
2.8,214.0,42.0,GORONTALO,0.15,122.27,12,1.0,1.0
3.6,10.0,67.0,PAPUABRT,-1.42,134.33,1,0.0,2.0
3.5,14.0,79.0,JABAR,-7.7,106.54,4,0.0,2.0
3.2,39.0,72.0,SULUT,1.42,125.77,15,0.0,2.0
3.5,33.0,87.0,GORONTALO,-0.19,122.83,12,0.0,2.0
3.5,22.0,45.0,ACEH,2.1,96.19,23,2.0,0.0
4.7,74.0,582.0,SULUT,9.09,127.92,15,3.0,3.0
6.6,10.0,151.0,JABAR,-8.42,107.26,4,3.0,3.0
3.9,10.0,126.0,JATIM,-5.78,112.27,29,0.0,2.0
2.9,5.0,11.0,JABAR,-6.84,107.0,4,2.0,0.0
4.9,159.0,202.0,MALUKUTENGGARABRT,-6.44,130.32,25,1.0,1.0
4.8,10.0,49.0,BANTEN,-7.08,105.42,21,2.0,0.0
4.2,10.0,60.0,SULTENG,-0.76,123.04,11,2.0,2.0
3.5,11.0,121.0,SULUT,1.01,126.13,15,0.0,2.0
3.3,299.0,21.0,JABAR,-6.67,107.95,4,1.0,1.0
3.6,388.0,103.0,NTT,-7.75,120.82,7,1.0,1.0
3.9,71.0,39.0,PAPUA,-2.63,139.52,10,2.0,0.0
3.9,10.0,126.0,ACEHJAYA,4.1,94.58,36,0.0,2.0
2.8,113.0,51.0,JABAR,-7.77,107.89,4,1.0,1.0
3.0,45.0,84.0,NTT,-9.23,123.84,7,0.0,2.0
3.6,16.0,37.0,MALUKUTENGAH,-2.96,128.94,3,2.0,0.0
3.7,36.0,97.0,GORONTALO,-0.31,122.92,12,0.0,2.0
4.8,10.0,118.0,GORONTALO,1.67,122.26,12,0.0,2.0
4.8,10.0,205.0,BALI,-10.63,115.0,22,3.0,3.0
3.4,90.0,15.0,BENGKULU,-4.16,102.69,13,1.0,1.0
3.6,13.0,48.0,NTT,-10.0,118.83,7,2.0,0.0
3.9,522.0,118.0,NTT,-7.31,124.96,7,1.0,1.0
3.3,57.0,81.0,NTT,-9.12,122.75,7,0.0,2.0
3.8,30.0,38.0,SULUT,3.65,126.71,15,2.0,0.0
3.2,10.0,19.0,PAPUA,-3.14,139.95,10,2.0,0.0
3.1,259.0,59.0,GORONTALO,-0.06,122.09,12,1.0,1.0
3.2,112.0,64.0,NTT,-8.83,119.32,7,1.0,1.0
4.1,10.0,36.0,SULSEL,-2.35,120.94,17,2.0,0.0
3.3,10.0,82.0,PAPUABRT,-1.43,134.53,1,0.0,2.0
3.0,42.0,60.0,NTT,-9.31,120.8,7,2.0,2.0
3.5,207.0,37.0,JAMBI,-2.2,102.36,19,1.0,1.0
3.9,10.0,33.0,MALUKU,-3.32,128.36,6,2.0,0.0
4.9,10.0,193.0,JABAR,-9.34,107.91,4,3.0,3.0
4.7,10.0,37.0,MALUKU,-3.32,128.41,6,2.0,0.0
3.1,52.0,77.0,NTT,-8.9,124.17,7,0.0,2.0
4.7,235.0,23.0,ACEH,6.1,95.28,23,1.0,1.0
4.7,21.0,109.0,SUMBAR,-2.92,100.01,20,0.0,2.0
4.9,10.0,372.0,SULUT,7.32,127.16,15,3.0,3.0
3.7,58.0,73.0,NTT,-8.92,123.97,7,0.0,2.0
3.9,12.0,137.0,LAMPUNG,-6.61,104.17,16,0.0,2.0
4.2,476.0,275.0,SULUT,5.41,123.78,15,1.0,1.0
3.4,11.0,68.0,NTB,-7.87,117.4,8,0.0,2.0
3.8,10.0,85.0,JABAR,-8.19,107.9,4,0.0,2.0
3.0,10.0,29.0,SULTENG,-2.71,121.64,11,2.0,0.0
3.3,23.0,46.0,ACEHBARATDAYA,3.48,96.74,34,2.0,0.0
5.1,156.0,45.0,GORONTALO,0.19,122.57,12,1.0,1.0
3.7,10.0,77.0,SULUT,-0.14,124.46,15,0.0,2.0
3.3,127.0,17.0,JABAR,-6.84,106.5,4,1.0,1.0
4.2,74.0,54.0,SULUT,-0.08,124.16,15,1.0,1.0
4.1,37.0,74.0,SUMUT,0.98,98.73,2,0.0,2.0
3.9,10.0,99.0,PAPUA,-2.37,140.5,10,0.0,2.0
4.3,10.0,65.0,PAPUA,-4.22,137.02,10,2.0,2.0
4.1,11.0,19.0,MALUT,-0.81,127.44,5,2.0,0.0
3.5,10.0,27.0,SULTENG,0.92,120.51,11,2.0,0.0
3.7,10.0,98.0,MALUKU,-2.68,129.71,6,0.0,2.0
4.2,390.0,226.0,MALUKUBRTDAYA,-6.12,127.6,14,1.0,1.0
3.2,103.0,7.0,NTB,-8.5,118.41,8,1.0,1.0
3.3,10.0,134.0,MALUT,2.16,126.69,5,0.0,2.0
4.3,114.0,58.0,MALUKUBRTDAYA,-7.67,127.57,14,1.0,1.0
4.2,10.0,73.0,SULTENG,-0.76,122.11,11,0.0,2.0
3.7,311.0,72.0,NTB,-7.84,117.45,8,1.0,1.0
4.0,33.0,58.0,SUMUT,1.02,98.88,2,0.0,2.0
3.3,10.0,17.0,SULSEL,-2.43,121.2,17,2.0,0.0
3.6,13.0,86.0,PAPUABRT,-1.48,134.54,1,0.0,2.0
3.5,97.0,81.0,NTB,-7.94,119.26,8,1.0,1.0
2.8,10.0,14.0,DIY,-7.97,110.48,28,2.0,0.0
3.3,10.0,3.0,JATIM,-7.13,111.86,29,2.0,0.0
3.5,10.0,45.0,SULSEL,-2.21,121.0,17,2.0,0.0
4.9,120.0,178.0,MALUKUTENGGARABRT,-6.41,130.93,25,0.0,2.0
4.7,11.0,50.0,MALUT,1.1,127.01,5,2.0,0.0
2.8,10.0,15.0,SULBAR,-2.84,119.44,30,2.0,0.0
4.9,52.0,73.0,JATENG,-8.36,109.19,33,0.0,2.0
2.3,10.0,21.0,SULTENG,-1.36,120.07,11,2.0,0.0
3.3,11.0,117.0,SUMBAR,-0.79,99.09,20,0.0,2.0
3.9,10.0,121.0,JATENG,-8.79,109.24,33,0.0,2.0
3.7,65.0,8.0,SULTENG,0.58,120.88,11,2.0,1.0
2.7,18.0,48.0,NTT,-8.18,120.39,7,2.0,0.0
3.1,10.0,35.0,MALUT,-0.6,127.81,5,2.0,0.0
4.3,612.0,210.0,SULUT,4.86,124.07,15,1.0,1.0
4.0,322.0,266.0,MALUKU,-5.84,129.06,6,1.0,1.0
3.6,30.0,97.0,BALI,-9.16,114.26,22,0.0,2.0
3.5,14.0,62.0,ACEH,3.0,96.18,23,0.0,2.0
3.6,11.0,129.0,NTB,-9.6,117.77,8,0.0,2.0
3.2,26.0,102.0,SUMBAR,-0.35,99.03,20,0.0,2.0
2.8,19.0,95.0,SULUT,-0.38,123.58,15,0.0,2.0
3.1,161.0,14.0,GORONTALO,0.36,122.03,12,1.0,1.0
2.8,101.0,85.0,SULUT,-0.33,123.69,15,1.0,1.0
3.2,272.0,117.0,MALUT,1.86,126.66,5,1.0,1.0
3.1,10.0,57.0,NTB,-8.32,117.99,8,2.0,2.0
4.5,52.0,113.0,SULUT,4.99,126.92,15,0.0,2.0
4.2,10.0,86.0,JATIM,-8.83,110.68,29,0.0,2.0
4.4,10.0,118.0,SUMBAR,-0.75,99.06,20,0.0,2.0
3.3,10.0,45.0,SULTENG,-2.82,122.29,11,2.0,0.0
2.7,28.0,33.0,NTT,-10.0,119.83,7,2.0,0.0
3.4,10.0,8.0,SULBAR,-2.91,119.4,30,2.0,0.0
4.4,208.0,12.0,SULUT,1.5,124.9,15,1.0,1.0
3.0,10.0,126.0,JATIM,-9.14,110.49,29,0.0,2.0
3.6,10.0,98.0,SULTRA,-3.19,123.31,37,0.0,2.0
4.1,280.0,56.0,SULUT,1.64,124.32,15,1.0,1.0
2.3,10.0,39.0,SULTENG,-0.77,121.66,11,2.0,0.0
3.2,10.0,59.0,MALUKUTENGAH,-2.86,129.27,3,2.0,0.0
2.5,22.0,53.0,NTT,-9.93,118.64,7,2.0,0.0
3.0,10.0,70.0,NTT,-8.01,122.38,7,0.0,2.0
3.5,85.0,85.0,GORONTALO,-0.18,122.87,12,1.0,1.0
3.4,37.0,11.0,SULUT,4.07,126.6,15,2.0,0.0
3.1,10.0,16.0,SUMUT,1.74,99.23,2,2.0,0.0
3.3,10.0,114.0,SULTRA,-3.14,123.56,37,0.0,2.0
4.8,10.0,64.0,BANTEN,-7.45,105.99,21,0.0,2.0
4.8,507.0,120.0,NTT,-7.3,125.0,7,1.0,1.0
3.1,107.0,19.0,BALI,-8.56,114.95,22,1.0,1.0
4.0,10.0,140.0,PAPUABRT,-1.11,129.61,1,0.0,2.0
3.1,111.0,74.0,GORONTALO,-0.08,122.88,12,1.0,1.0
4.2,10.0,189.0,MALUKUBRTDAYA,-6.77,128.79,14,3.0,3.0
3.5,10.0,200.0,JATIM,-9.89,110.54,29,3.0,3.0
4.4,490.0,248.0,SULUT,5.38,124.13,15,1.0,1.0
3.2,91.0,36.0,BENGKULU,-2.94,101.94,13,1.0,1.0
5.0,10.0,133.0,MALUT,2.18,126.72,5,0.0,2.0
3.5,10.0,127.0,MALUT,1.49,126.4,5,0.0,2.0
4.3,10.0,118.0,SULUT,1.24,126.17,15,0.0,2.0
3.6,29.0,11.0,NTT,-9.61,118.88,7,2.0,0.0
3.3,10.0,27.0,NTB,-8.22,116.79,8,2.0,0.0
3.6,247.0,93.0,NTT,-7.75,119.51,7,1.0,1.0
4.7,51.0,1018.0,SULUT,13.15,126.2,15,3.0,3.0
3.5,22.0,78.0,PAPUA,-2.31,140.06,10,0.0,2.0
4.9,10.0,136.0,MALUT,2.28,126.78,5,0.0,2.0
3.6,63.0,27.0,DIY,-8.15,110.31,28,2.0,1.0
3.4,10.0,137.0,JATIM,-5.71,112.39,29,0.0,2.0
3.2,11.0,75.0,MALUKUTENGAH,-2.83,129.45,3,0.0,2.0
3.5,10.0,77.0,MALUKUTENGAH,-2.8,129.45,3,0.0,2.0
3.7,10.0,79.0,MALUKUTENGAH,-2.8,129.47,3,0.0,2.0
3.0,10.0,75.0,MALUKUTENGAH,-2.82,129.44,3,0.0,2.0
4.1,11.0,78.0,MALUKUTENGAH,-2.74,129.39,3,0.0,2.0
3.9,10.0,248.0,JABAR,-9.37,107.0,4,3.0,3.0
3.2,10.0,139.0,MALUT,2.79,127.28,5,0.0,2.0
2.3,11.0,11.0,NTT,-9.55,119.08,7,2.0,0.0
4.3,10.0,354.0,JABAR,-10.19,106.49,4,3.0,3.0
1.7,69.0,32.0,NTT,-8.93,121.94,7,2.0,1.0
2.2,20.0,37.0,SULBAR,-3.17,118.6,30,2.0,0.0
2.9,102.0,15.0,BALI,-8.91,115.15,22,1.0,1.0
2.7,25.0,33.0,PAPUA,-2.76,139.27,10,2.0,0.0
2.4,10.0,12.0,SUMBAR,-0.59,100.39,20,2.0,0.0
4.7,13.0,35.0,SULUT,3.72,126.83,15,2.0,0.0
3.3,10.0,81.0,MALUKUTENGAH,-2.76,129.45,3,0.0,2.0
3.5,10.0,79.0,MALUKUTENGAH,-2.76,129.43,3,0.0,2.0
3.1,14.0,78.0,MALUT,1.22,126.78,5,0.0,2.0
3.9,15.0,75.0,MALUKUTENGAH,-2.88,129.49,3,0.0,2.0
3.6,10.0,153.0,JATIM,-9.51,113.16,29,0.0,2.0
2.8,146.0,70.0,GORONTALO,-0.05,123.38,12,1.0,1.0
2.8,10.0,74.0,MALUKUTENGAH,-2.8,129.4,3,0.0,2.0
4.8,10.0,78.0,MALUKUTENGAH,-2.78,129.43,3,0.0,2.0
3.0,10.0,18.0,BALI,-8.09,115.26,22,2.0,0.0
4.4,10.0,128.0,MALUT,2.74,127.37,5,0.0,2.0
